,Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd,Class
9206,13,0,1,2,1650,7,115,1159,107.25,149.0,4
9207,1,0,1,2,1200,5,133,1042,68.35,3.4,3
9208,2,0,1,2,1200,6,123,1179,68.52,2.3,3
9209,3,0,1,2,1200,8,112,1065,69.09,14.0,3
9210,4,0,1,2,1200,3,116,1004,69.1,44.0,3
9211,5,0,1,2,1200,4,129,1133,69.15,8.9,3
9212,6,0,1,2,1200,7,123,1047,69.3,22.0,3
9213,7,0,1,2,1200,1,120,1130,69.39,9.2,3
9214,8,0,1,2,1200,2,115,1173,69.4,58.0,3
9215,9,0,1,2,1200,9,124,1144,69.73,42.0,3
9216,10,0,1,2,1200,12,132,1073,69.85,39.0,3
9217,11,0,1,2,1200,11,119,1104,69.85,18.0,3
9218,1,0,1,2,1800,4,124,1155,108.03,2.8,3
9219,2,0,1,2,1800,7,126,1153,108.16,11.0,3
9220,3,0,1,2,1800,1,127,1146,108.17,17.0,3
9221,4,0,1,2,1800,12,124,1094,108.28,9.1,3
9222,5,0,1,2,1800,11,131,1089,108.38,5.8,3
9223,6,0,1,2,1800,13,122,1079,108.55,13.0,3
9224,7,0,1,2,1800,6,129,1183,108.66,16.0,3
9225,8,0,1,2,1800,8,119,967,108.84,25.0,3
9226,9,0,1,2,1800,14,118,1068,108.94,49.0,3
9227,10,0,1,2,1800,9,123,1042,108.95,23.0,3
9228,11,0,1,2,1800,3,122,1112,109.12,6.8,3
9229,12,0,1,2,1800,2,124,1160,109.4,24.0,3
9230,13,0,1,2,1800,10,129,1162,110.66,209.0,3
9231,14,0,1,2,1800,5,129,1005,111.18,124.0,3
9232,1,0,1,2,1200,6,133,1131,67.79,3.2,2
9233,2,0,1,2,1200,4,122,1016,67.99,4.2,2
9234,3,0,1,2,1200,12,119,1133,68.01,12.0,2
9235,4,0,1,2,1200,5,114,1105,68.44,80.0,2
9236,5,0,1,2,1200,3,115,1153,68.45,6.3,2
9237,6,0,1,2,1200,7,113,1121,68.49,29.0,2
9238,7,0,1,2,1200,1,115,1098,68.49,10.0,2
9239,8,0,1,2,1200,2,128,1146,68.66,34.0,2
9240,9,0,1,2,1200,8,125,1009,68.94,6.7,2
9241,10,0,1,2,1200,11,121,1097,69.2,11.0,2
9242,11,0,1,2,1200,10,113,1044,69.32,191.0,2
9243,12,0,1,2,1200,9,111,1081,69.46,84.0,2
9244,1,0,0,2,1200,2,132,1080,69.24,2.8,5
9245,2,0,0,2,1200,10,133,1097,69.88,5.7,5
9246,3,0,0,2,1200,1,113,1035,69.94,16.0,5
9247,4,0,0,2,1200,11,132,1068,69.98,6.8,5
9248,5,0,0,2,1200,7,125,1168,70.06,22.0,5
9249,6,0,0,2,1200,4,131,1052,70.09,7.3,5
9250,7,0,0,2,1200,3,124,1043,70.11,63.0,5
9251,8,0,0,2,1200,9,132,1048,70.21,18.0,5
9252,9,0,0,2,1200,14,123,1013,70.25,24.0,5
9253,10,0,0,2,1200,6,127,1150,70.29,115.0,5
9254,11,0,0,2,1200,8,108,1078,70.39,40.0,5
9255,12,0,0,2,1200,12,120,1170,70.47,73.0,5
9256,13,0,0,2,1200,13,123,1076,70.49,7.5,5
9257,14,0,0,2,1200,5,130,1007,74.83,219.0,5
9258,1,0,0,2,1400,5,117,1008,82.67,3.1,4
9259,2,0,0,2,1400,8,118,1213,82.73,11.0,4
9260,3,0,0,2,1400,7,120,1153,82.88,12.0,4
9261,4,0,0,2,1400,3,125,1175,83.07,10.0,4
9262,5,0,0,2,1400,11,126,1145,83.08,7.0,4
9263,6,0,0,2,1400,10,126,1085,83.14,5.8,4
9264,7,0,0,2,1400,4,128,1281,83.18,180.0,4
9265,8,0,0,2,1400,13,117,1109,83.23,100.0,4
9266,9,0,0,2,1400,12,126,1193,83.25,21.0,4
9267,10,0,0,2,1400,2,123,1103,83.26,90.0,4
9268,11,0,0,2,1400,9,115,1008,83.28,214.0,4
9269,12,0,0,2,1400,14,122,1162,83.38,11.0,4
9270,13,0,0,2,1400,6,132,1197,83.41,16.0,4
9271,14,0,0,2,1400,1,131,1171,83.68,12.0,4
9272,1,0,0,2,1200,4,116,1074,69.69,2.2,4
9273,2,0,0,2,1200,9,122,1044,70.03,12.0,4
9274,3,0,0,2,1200,13,121,1285,70.04,49.0,4
9275,4,0,0,2,1200,2,126,1206,70.06,4.7,4
9276,5,0,0,2,1200,6,126,1081,70.17,145.0,4
9277,6,0,0,2,1200,14,129,1087,70.31,49.0,4
9278,7,0,0,2,1200,12,127,1194,70.31,6.8,4
9279,8,0,0,2,1200,8,133,1140,70.33,87.0,4
9280,9,0,0,2,1200,10,133,1024,70.5,204.0,4
9281,10,0,0,2,1200,11,127,1148,70.64,37.0,4
9282,11,0,0,2,1200,5,128,1132,70.68,17.0,4
9283,12,0,0,2,1200,7,126,1196,70.84,518.0,4
9284,13,0,0,2,1200,3,114,1174,71.24,55.0,4
9285,14,0,0,2,1200,1,132,1014,71.4,6.6,4
9286,1,0,0,2,2000,1,131,1097,122.54,2.4,4
9287,2,0,0,2,2000,6,128,1012,122.7,4.8,4
9288,3,0,0,2,2000,8,120,1114,122.82,43.0,4
9289,4,0,0,2,2000,11,133,1179,123.13,86.0,4
9290,5,0,0,2,2000,12,126,1036,123.16,13.0,4
9291,6,0,0,2,2000,9,115,1065,123.34,10.0,4
9292,7,0,0,2,2000,14,122,1113,123.34,7.2,4
9293,8,0,0,2,2000,13,121,1121,123.36,32.0,4
9294,9,0,0,2,2000,3,129,1026,123.38,79.0,4
9295,10,0,0,2,2000,10,133,1094,123.47,41.0,4
9296,11,0,0,2,2000,4,130,1123,123.56,8.0,4
9297,12,0,0,2,2000,5,131,1144,123.6,43.0,4
9298,13,0,0,2,2000,7,122,1127,123.7,31.0,4
9299,14,0,0,2,2000,2,131,1171,124.31,108.0,4
9300,1,0,0,2,1200,1,130,1042,69.7,3.6,3
9301,2,0,0,2,1200,12,116,1052,69.79,10.0,3
9302,3,0,0,2,1200,11,132,1191,69.86,9.2,3
9303,4,0,0,2,1200,6,118,1097,69.93,164.0,3
9304,5,0,0,2,1200,13,131,1144,70.01,2.4,3
9305,6,0,0,2,1200,5,116,1047,70.04,92.0,3
9306,7,0,0,2,1200,3,133,1094,70.04,64.0,3
9307,8,0,0,2,1200,4,128,1127,70.13,4.2,3
9308,9,0,0,2,1200,9,124,1016,70.23,99.0,3
9309,10,0,0,2,1200,8,125,1009,70.81,102.0,3
9310,11,0,0,2,1200,14,129,1204,70.95,43.0,3
9311,12,0,0,2,1200,7,130,1004,71.34,255.0,3
9312,13,0,0,2,1200,2,130,1245,71.99,179.0,3
9313,14,0,0,2,1200,10,129,1134,72.61,228.0,3
9314,1,0,0,2,1400,3,120,1102,82.36,2.2,4
9315,2,0,0,2,1400,14,128,1291,82.38,5.4,4
9316,3,0,0,2,1400,13,131,1174,82.56,9.7,4
9317,4,0,0,2,1400,10,121,1054,82.81,107.0,4
9318,5,0,0,2,1400,11,123,1176,82.88,14.0,4
9319,5,0,0,2,1400,12,129,1078,82.88,11.0,4
9320,7,0,0,2,1400,4,127,1076,83.14,20.0,4
9321,8,0,0,2,1400,8,130,1056,83.22,190.0,4
9322,9,0,0,2,1400,1,126,1026,83.26,50.0,4
9323,10,0,0,2,1400,9,116,1187,83.29,10.0,4
9324,11,0,0,2,1400,2,114,1080,83.35,58.0,4
9325,12,0,0,2,1400,7,118,1141,83.85,348.0,4
9326,13,0,0,2,1400,6,117,1149,83.89,9.1,4
9327,14,0,0,2,1400,5,115,1188,85.18,250.0,4
9328,1,0,0,2,1800,7,126,1071,105.88,2.2,4
9329,2,0,0,2,1800,3,126,1101,105.99,13.0,4
9330,3,0,0,2,1800,10,126,1222,106.05,2.8,4
9331,4,0,0,2,1800,8,126,1168,106.28,16.0,4
9332,5,0,0,2,1800,2,126,1087,106.42,122.0,4
9333,6,0,0,2,1800,6,126,1185,106.58,7.3,4
9334,7,0,0,2,1800,5,126,1111,106.59,45.0,4
9335,8,0,0,2,1800,9,126,1105,106.63,135.0,4
9336,9,0,0,2,1800,1,126,1011,106.67,35.0,4
9337,10,0,0,2,1800,4,126,1123,106.72,17.0,4
9338,1,0,0,2,2000,1,116,1167,120.84,21.0,2
9339,2,0,0,2,2000,3,124,1042,120.84,2.4,2
9340,3,0,0,2,2000,2,132,1116,120.86,4.9,2
9341,4,0,0,2,2000,7,124,1144,120.87,4.8,2
9342,5,0,0,2,2000,8,131,1044,121.09,7.2,2
9343,6,0,0,2,2000,4,131,1098,121.1,22.0,2
9344,7,0,0,2,2000,6,119,1051,121.2,11.0,2
9345,8,0,0,2,2000,9,125,1047,121.54,15.0,2
9346,9,0,0,2,2000,10,133,1122,121.58,241.0,2
9347,10,0,0,2,2000,11,122,1143,122.01,144.0,2
9348,11,0,0,2,2000,5,114,1119,122.73,199.0,2
9349,1,0,0,2,1400,3,125,1201,81.22,1.9,3
9350,2,0,0,2,1400,8,127,1038,81.78,5.2,3
9351,3,0,0,2,1400,1,119,1030,81.81,14.0,3
9352,4,0,0,2,1400,4,123,1143,81.93,155.0,3
9353,5,0,0,2,1400,10,132,1120,82.03,9.4,3
9354,6,0,0,2,1400,14,118,1106,82.03,150.0,3
9355,7,0,0,2,1400,2,133,1150,82.22,64.0,3
9356,8,0,0,2,1400,9,117,1110,82.24,11.0,3
9357,9,0,0,2,1400,5,117,1177,82.35,224.0,3
9358,10,0,0,2,1400,11,125,1023,82.36,15.0,3
9359,11,0,0,2,1400,7,120,1125,82.43,10.0,3
9360,12,0,0,2,1400,12,115,1133,82.57,34.0,3
9361,13,0,0,2,1400,6,114,1138,82.76,256.0,3
9362,14,0,0,2,1400,13,127,1147,82.82,84.0,3
9363,1,0,0,2,1600,13,118,1165,94.24,13.0,3
9364,2,0,0,2,1600,8,133,1046,94.42,3.3,3
9365,3,0,0,2,1600,12,121,1068,94.63,4.1,3
9366,4,0,0,2,1600,6,125,1084,94.63,5.8,3
9367,5,0,0,2,1600,1,124,1048,94.65,19.0,3
9368,6,0,0,2,1600,9,124,1226,94.68,6.4,3
9369,7,0,0,2,1600,10,132,1276,94.69,37.0,3
9370,8,0,0,2,1600,4,122,1165,94.7,10.0,3
9371,9,0,0,2,1600,11,117,1118,94.73,39.0,3
9372,10,0,0,2,1600,14,123,1152,95.93,125.0,3
9373,11,0,0,2,1600,5,111,1073,96.49,18.0,3
9374,12,0,0,2,1600,3,116,1105,96.9,375.0,3
9375,13,0,0,2,1600,2,121,971,97.45,290.0,3
9376,14,0,0,2,1600,7,120,1247,97.52,258.0,3
9377,1,0,0,2,1400,13,125,1216,82.71,7.4,5
9378,2,0,0,2,1400,10,133,989,82.88,3.6,5
9379,3,0,0,2,1400,2,123,1148,83.28,13.0,5
9380,4,0,0,2,1400,1,127,1086,83.32,3.0,5
9381,5,0,0,2,1400,7,130,1154,83.34,196.0,5
9382,6,0,0,2,1400,8,124,969,83.45,13.0,5
9383,7,0,0,2,1400,3,127,1176,83.47,95.0,5
9384,8,0,0,2,1400,12,133,1091,83.51,19.0,5
9385,9,0,0,2,1400,4,131,1107,83.53,84.0,5
9386,10,0,0,2,1400,5,132,1044,83.64,9.9,5
9387,11,0,0,2,1400,6,127,1232,83.66,36.0,5
9388,12,0,0,2,1400,9,130,1057,84.1,27.0,5
9389,13,0,0,2,1400,11,124,1090,84.62,12.0,5
9390,14,0,0,2,1400,14,127,1012,85.92,136.0,5
9391,1,0,1,2,1200,5,133,1180,69.47,7.6,4
9392,2,0,1,2,1200,11,122,1137,69.52,3.4,4
9393,3,0,1,2,1200,9,133,1128,69.6,4.1,4
9394,4,0,1,2,1200,10,131,1048,69.75,14.0,4
9395,5,0,1,2,1200,8,131,1215,69.88,53.0,4
9396,6,0,1,2,1200,12,116,1091,69.96,12.0,4
9397,7,0,1,2,1200,3,130,1158,69.99,6.0,4
9398,8,0,1,2,1200,2,122,1006,70.47,62.0,4
9399,9,0,1,2,1200,7,131,1166,70.63,19.0,4
9400,10,0,1,2,1200,6,124,1167,71.02,15.0,4
9401,11,0,1,2,1200,4,115,1238,71.62,32.0,4
9402,12,0,1,2,1200,1,131,1108,72.31,17.0,4
9403,1,0,0,2,1400,13,124,1130,82.46,15.0,4
9404,2,0,0,2,1400,3,122,982,82.48,4.9,4
9405,3,0,0,2,1400,4,131,1215,82.59,4.5,4
9406,4,0,0,2,1400,7,121,1174,82.71,9.4,4
9407,5,0,0,2,1400,10,133,1242,82.76,19.0,4
9408,6,0,0,2,1400,1,131,1187,82.76,3.1,4
9409,7,0,0,2,1400,2,122,1244,82.82,20.0,4
9410,8,0,0,2,1400,14,129,1144,83.03,10.0,4
9411,9,0,0,2,1400,8,125,1037,83.15,29.0,4
9412,10,0,0,2,1400,11,112,1000,83.19,272.0,4
9413,11,0,0,2,1400,6,128,1048,83.32,35.0,4
9414,12,0,0,2,1400,12,120,1072,83.33,125.0,4
9415,13,0,0,2,1400,9,130,1053,83.56,44.0,4
9416,14,0,0,2,1400,5,120,1065,84.3,297.0,4
9417,1,0,0,2,1200,2,133,1206,68.72,3.5,1
9418,2,0,0,2,1200,4,127,1247,68.79,4.6,1
9419,3,0,0,2,1200,6,132,1102,68.81,30.0,1
9420,4,0,0,2,1200,5,113,1115,68.82,12.0,1
9421,5,0,0,2,1200,3,116,1237,68.89,1.9,1
9422,6,0,0,2,1200,1,131,1167,69.03,19.0,1
9423,7,0,0,2,1200,7,108,1118,69.12,35.0,1
9424,1,0,0,2,1200,11,129,1002,69.83,44.0,4
9425,2,0,0,2,1200,8,129,1150,69.87,3.5,4
9426,3,0,0,2,1200,3,130,1155,70.0,17.0,4
9427,4,0,0,2,1200,1,128,1157,70.02,19.0,4
9428,5,0,0,2,1200,10,129,1129,70.02,5.8,4
9429,6,0,0,2,1200,7,127,1123,70.08,2.7,4
9430,7,0,0,2,1200,2,113,1171,70.08,14.0,4
9431,8,0,0,2,1200,9,124,1039,70.22,12.0,4
9432,9,0,0,2,1200,5,129,1049,70.53,21.0,4
9433,10,0,0,2,1200,6,133,1048,71.24,229.0,4
9434,11,0,0,2,1200,4,127,1005,73.37,16.0,4
9435,1,0,0,2,1400,1,129,1091,82.41,1.6,4
9436,2,0,0,2,1400,8,117,1079,82.78,10.0,4
9437,3,0,0,2,1400,2,126,1094,82.87,7.8,4
9438,4,0,0,2,1400,6,124,1166,82.91,10.0,4
9439,5,0,0,2,1400,13,127,1082,82.97,12.0,4
9440,6,0,0,2,1400,10,125,1165,83.02,19.0,4
9441,7,0,0,2,1400,12,120,1039,83.02,14.0,4
9442,8,0,0,2,1400,7,114,1087,83.04,127.0,4
9443,9,0,0,2,1400,5,127,1032,83.3,128.0,4
9444,10,0,0,2,1400,4,124,1101,83.32,21.0,4
9445,11,0,0,2,1400,11,112,1076,83.5,131.0,4
9446,12,0,0,2,1400,9,130,1061,83.71,104.0,4
9447,13,0,0,2,1400,3,118,1074,83.93,478.0,4
9448,14,0,0,2,1400,14,127,1110,88.5,216.0,4
9449,1,0,1,2,1200,5,127,1179,69.03,1.9,3
9450,2,0,1,2,1200,11,115,1175,69.26,14.0,3
9451,3,0,1,2,1200,10,122,1214,69.29,12.0,3
9452,4,0,1,2,1200,9,127,1068,69.74,42.0,3
9453,5,0,1,2,1200,7,120,1042,69.79,32.0,3
9454,6,0,1,2,1200,8,129,1137,70.02,67.0,3
9455,7,0,1,2,1200,12,116,1088,70.04,18.0,3
9456,8,0,1,2,1200,3,126,1046,70.63,20.0,3
9457,9,0,1,2,1200,1,133,1169,70.66,33.0,3
9458,10,0,1,2,1200,6,129,1179,70.78,5.8,3
9459,11,0,1,2,1200,4,117,1123,70.8,35.0,3
9460,12,0,1,2,1200,2,132,1164,75.07,6.8,3
9461,1,0,0,2,1600,4,125,1045,94.97,4.3,3
9462,2,0,0,2,1600,14,123,1231,95.02,14.0,3
9463,3,0,0,2,1600,10,115,1040,95.1,3.5,3
9464,4,0,0,2,1600,8,126,1067,95.18,10.0,3
9465,5,0,0,2,1600,13,130,1065,95.39,24.0,3
9466,6,0,0,2,1600,2,133,1148,95.43,83.0,3
9467,7,0,0,2,1600,12,122,1151,95.45,365.0,3
9468,8,0,0,2,1600,6,129,1039,95.48,9.4,3
9469,9,0,0,2,1600,3,124,1174,95.48,5.3,3
9470,10,0,0,2,1600,5,124,1076,95.76,9.3,3
9471,11,0,0,2,1600,11,121,1036,96.18,341.0,3
9472,12,0,0,2,1600,7,112,1121,96.68,22.0,3
9473,13,0,0,2,1600,1,117,1137,97.24,295.0,3
9474,14,0,0,2,1600,9,110,1065,97.98,42.0,3
9475,1,0,0,2,1800,3,120,1046,107.52,6.5,2
9476,2,0,0,2,1800,4,112,1058,107.57,11.0,2
9477,3,0,0,2,1800,10,117,1182,107.65,9.5,2
9478,4,0,0,2,1800,1,128,1092,107.85,27.0,2
9479,5,0,0,2,1800,11,124,1134,107.87,16.0,2
9480,6,0,0,2,1800,8,119,1112,107.88,7.5,2
9481,7,0,0,2,1800,6,128,1031,107.92,4.5,2
9482,8,0,0,2,1800,5,115,1079,107.94,10.0,2
9483,9,0,0,2,1800,7,123,1150,108.36,48.0,2
9484,10,0,0,2,1800,12,130,1121,108.42,245.0,2
9485,11,0,0,2,1800,2,133,1181,109.19,3.4,2
9486,12,0,0,2,1800,9,117,1141,109.6,157.0,2
9487,1,0,0,2,1000,11,122,1127,55.11,7.4,2
9488,2,0,0,2,1000,7,120,1239,55.13,4.7,2
9489,3,0,0,2,1000,5,128,1114,55.17,3.2,2
9490,4,0,0,2,1000,3,124,1094,55.18,37.0,2
9491,5,0,0,2,1000,14,122,1147,55.39,13.0,2
9492,6,0,0,2,1000,1,130,1075,55.47,3.5,2
9493,7,0,0,2,1000,13,128,1198,55.47,29.0,2
9494,8,0,0,2,1000,9,125,1108,55.65,40.0,2
9495,9,0,0,2,1000,4,125,1150,55.74,271.0,2
9496,10,0,0,2,1000,10,120,1162,55.78,52.0,2
9497,11,0,0,2,1000,12,123,1049,55.95,23.0,2
9498,12,0,0,2,1000,8,122,1056,56.08,127.0,2
9499,13,0,0,2,1000,6,124,1115,56.19,30.0,2
9500,14,0,0,2,1000,2,118,1136,56.25,173.0,2
9501,1,0,0,2,1200,1,133,1112,69.21,2.0,3
9502,2,0,0,2,1200,5,126,1114,69.23,6.1,3
9503,3,0,0,2,1200,3,129,1197,69.38,11.0,3
9504,4,0,0,2,1200,4,116,1284,69.4,3.7,3
9505,5,0,0,2,1200,12,132,1145,69.55,29.0,3
9506,6,0,0,2,1200,10,114,1204,69.69,24.0,3
9507,7,0,0,2,1200,7,115,1056,69.75,13.0,3
9508,8,0,0,2,1200,8,130,1072,69.81,76.0,3
9509,9,0,0,2,1200,6,122,1140,70.54,106.0,3
9510,10,0,0,2,1200,2,133,1207,70.78,34.0,3
9511,11,0,0,2,1200,11,115,1094,70.9,394.0,3
9512,12,0,0,2,1200,9,124,1082,70.93,185.0,3
9513,1,1,0,1,1200,9,123,1056,71.65,25.0,5
9514,2,1,0,1,1200,1,120,1086,71.73,2.6,5
9515,3,1,0,1,1200,3,115,1155,71.83,6.2,5
9516,4,1,0,1,1200,10,125,992,71.86,10.0,5
9517,5,1,0,1,1200,5,125,1173,72.03,4.7,5
9518,6,1,0,1,1200,2,122,1144,72.13,8.5,5
9519,7,1,0,1,1200,8,125,1086,72.37,11.0,5
9520,8,1,0,1,1200,4,118,1220,72.45,15.0,5
9521,9,1,0,1,1200,6,119,1051,72.52,26.0,5
9522,10,1,0,1,1200,7,123,988,76.11,90.0,5
9523,1,1,0,1,1000,8,124,1172,58.18,17.0,4
9524,2,1,0,1,1000,10,133,1252,58.39,12.0,4
9525,3,1,0,1,1000,5,115,1010,58.59,22.0,4
9526,4,1,0,1,1000,4,133,1081,58.65,8.3,4
9527,4,1,0,1,1000,7,125,1068,58.65,3.0,4
9528,6,1,0,1,1000,9,118,1155,58.8,27.0,4
9529,7,1,0,1,1000,6,115,1170,58.82,10.0,4
9530,8,1,0,1,1000,3,110,1233,58.99,16.0,4
9531,9,1,0,1,1000,1,126,1133,59.07,51.0,4
9532,10,1,0,1,1000,2,119,1080,59.13,2.7,4
9533,1,1,0,1,1200,1,116,1105,71.36,13.0,4
9534,2,1,0,1,1200,7,124,1105,71.36,9.6,4
9535,3,1,0,1,1200,8,120,1125,71.44,4.6,4
9536,4,1,0,1,1200,10,123,1045,71.46,10.0,4
9537,5,1,0,1,1200,3,120,1149,71.51,5.2,4
9538,6,1,0,1,1200,5,123,1151,71.53,3.3,4
9539,7,1,0,1,1200,9,121,1149,71.77,14.0,4
9540,8,1,0,1,1200,2,123,1085,71.81,9.4,4
9541,9,1,0,1,1200,6,127,1198,72.22,19.0,4
9542,10,1,0,1,1200,4,119,1077,72.6,160.0,4
9543,1,1,0,1,1650,5,117,1146,101.6,22.0,4
9544,2,1,0,1,1650,6,120,1120,101.67,5.5,4
9545,3,1,0,1,1650,10,114,1067,101.74,5.7,4
9546,4,1,0,1,1650,4,120,1012,101.89,14.0,4
9547,5,1,0,1,1650,7,124,1056,101.89,3.2,4
9548,6,1,0,1,1650,9,117,1024,102.0,42.0,4
9549,7,1,0,1,1650,1,133,1107,102.1,8.8,4
9550,8,1,0,1,1650,3,129,1104,102.2,10.0,4
9551,9,1,0,1,1650,8,124,1092,102.29,6.4,4
9552,10,1,0,1,1650,2,121,1128,102.74,20.0,4
9553,1,1,0,1,1200,1,110,1135,70.71,2.7,3
9554,2,1,0,1,1200,5,130,1198,70.82,12.0,3
9555,3,1,0,1,1200,2,127,1100,70.84,3.9,3
9556,4,1,0,1,1200,10,124,1045,71.07,18.0,3
9557,5,1,0,1,1200,3,133,1143,71.14,25.0,3
9558,6,1,0,1,1200,4,122,1285,71.16,10.0,3
9559,7,1,0,1,1200,7,113,1043,71.22,23.0,3
9560,8,1,0,1,1200,8,117,992,71.29,5.9,3
9561,9,1,0,1,1200,11,122,1117,71.57,19.0,3
9562,10,1,0,1,1200,9,122,1079,71.7,34.0,3
9563,11,1,0,1,1200,6,117,1171,73.8,40.0,3
9564,1,1,0,1,1650,8,120,1241,100.37,2.0,3
9565,2,1,0,1,1650,2,115,1120,100.65,13.0,3
9566,3,1,0,1,1650,7,118,1117,100.75,6.7,3
9567,4,1,0,1,1650,11,115,1084,100.98,21.0,3
9568,5,1,0,1,1650,1,131,1214,101.05,11.0,3
9569,6,1,0,1,1650,9,121,1059,101.13,17.0,3
9570,7,1,0,1,1650,5,122,1044,101.28,12.0,3
9571,8,1,0,1,1650,4,116,1113,101.32,37.0,3
9572,9,1,0,1,1650,10,117,1129,101.63,11.0,3
9573,10,1,0,1,1650,3,114,1166,101.76,33.0,3
9574,11,1,0,1,1650,6,128,1205,103.08,13.0,3
9575,1,1,0,1,1200,3,117,1214,70.67,4.6,2
9576,2,1,0,1,1200,1,127,1090,70.68,2.5,2
9577,3,1,0,1,1200,7,119,1115,70.84,21.0,2
9578,4,1,0,1,1200,2,118,1135,70.88,35.0,2
9579,5,1,0,1,1200,11,130,1051,70.91,17.0,2
9580,6,1,0,1,1200,9,114,1142,70.92,15.0,2
9581,7,1,0,1,1200,4,118,1181,70.97,12.0,2
9582,8,1,0,1,1200,5,128,1065,71.14,25.0,2
9583,9,1,0,1,1200,8,124,1138,71.24,8.0,2
9584,10,1,0,1,1200,6,123,1006,71.3,6.8,2
9585,11,1,0,1,1200,10,116,1130,72.21,62.0,2
9586,1,1,0,2,1200,9,128,1093,71.35,10.0,4
9587,2,1,0,2,1200,12,116,1125,71.36,9.5,4
9588,3,1,0,2,1200,2,119,1071,71.45,47.0,4
9589,4,1,0,2,1200,3,132,1130,71.63,8.3,4
9590,5,1,0,2,1200,6,119,1071,71.69,26.0,4
9591,6,1,0,2,1200,11,122,1085,71.77,3.4,4
9592,7,1,0,2,1200,4,129,1025,71.85,8.7,4
9593,8,1,0,2,1200,10,112,1066,71.87,28.0,4
9594,9,1,0,2,1200,7,125,1060,71.88,6.4,4
9595,10,1,0,2,1200,5,118,1112,71.9,27.0,4
9596,11,1,0,2,1200,1,133,1171,71.99,5.5,4
9597,12,1,0,2,1200,8,127,1165,74.34,62.0,4
9598,1,1,0,2,1650,5,114,1063,99.89,9.6,3
9599,2,1,0,2,1650,9,132,1116,99.96,4.1,3
9600,3,1,0,2,1650,6,119,1085,100.3,7.7,3
9601,4,1,0,2,1650,4,128,1153,100.35,7.8,3
9602,5,1,0,2,1650,8,124,972,100.43,14.0,3
9603,6,1,0,2,1650,3,116,1162,100.58,9.7,3
9604,7,1,0,2,1650,7,126,1159,100.63,8.0,3
9605,8,1,0,2,1650,1,123,1203,100.66,4.3,3
9606,9,1,0,2,1650,2,118,1176,100.78,12.0,3
9607,1,1,0,2,1200,3,126,1159,70.42,11.0,4
9608,2,1,0,2,1200,6,111,1135,70.75,8.2,4
9609,3,1,0,2,1200,4,115,1091,70.76,7.4,4
9610,4,1,0,2,1200,5,126,1177,70.95,12.0,4
9611,5,1,0,2,1200,2,133,1140,70.97,7.1,4
9612,6,1,0,2,1200,1,131,1120,70.97,2.1,4
9613,7,1,0,2,1200,8,119,1149,71.02,27.0,4
9614,8,1,0,2,1200,7,120,1018,71.07,31.0,4
9615,9,1,0,2,1200,10,124,1113,71.19,21.0,4
9616,10,1,0,2,1200,9,109,1057,71.4,69.0,4
9617,11,1,0,2,1200,12,128,1080,71.63,32.0,4
9618,12,1,0,2,1200,11,125,1030,71.86,72.0,4
9619,1,1,0,2,1650,3,132,1009,100.62,2.8,4
9620,2,1,0,2,1650,2,118,970,101.03,7.3,4
9621,3,1,0,2,1650,11,126,1160,101.06,12.0,4
9622,4,1,0,2,1650,5,133,1250,101.11,9.8,4
9623,5,1,0,2,1650,4,113,1081,101.26,65.0,4
9624,6,1,0,2,1650,1,125,999,101.28,43.0,4
9625,7,1,0,2,1650,9,113,1133,101.45,10.0,4
9626,8,1,0,2,1650,10,120,1030,101.46,6.7,4
9627,9,1,0,2,1650,6,128,1073,101.59,47.0,4
9628,9,1,0,2,1650,8,125,1064,101.59,24.0,4
9629,11,1,0,2,1650,7,131,1105,101.6,6.9,4
9630,12,1,0,2,1650,12,132,1153,101.94,17.0,4
9631,1,1,0,2,1000,5,123,1136,57.73,7.9,3
9632,2,1,0,2,1000,10,116,1163,57.84,17.0,3
9633,3,1,0,2,1000,4,125,1123,57.88,5.7,3
9634,4,1,0,2,1000,11,111,1160,58.07,5.9,3
9635,5,1,0,2,1000,6,124,1167,58.09,16.0,3
9636,6,1,0,2,1000,8,133,1020,58.15,9.5,3
9637,7,1,0,2,1000,3,125,1124,58.15,25.0,3
9638,8,1,0,2,1000,9,114,1124,58.18,12.0,3
9639,9,1,0,2,1000,7,125,1170,58.18,12.0,3
9640,10,1,0,2,1000,1,130,1118,58.2,3.4,3
9641,11,1,0,2,1000,2,114,1267,58.29,31.0,3
9642,1,1,0,2,1200,3,121,1133,70.12,3.5,3
9643,2,1,0,2,1200,8,116,1085,70.27,28.0,3
9644,3,1,0,2,1200,10,110,1055,70.32,9.0,3
9645,4,1,0,2,1200,5,124,1075,70.41,9.5,3
9646,5,1,0,2,1200,1,120,1049,70.47,12.0,3
9647,6,1,0,2,1200,4,123,1181,70.51,5.7,3
9648,7,1,0,2,1200,9,127,1145,70.55,6.0,3
9649,8,1,0,2,1200,2,133,1170,70.58,13.0,3
9650,9,1,0,2,1200,12,133,1020,70.67,40.0,3
9651,10,1,0,2,1200,6,119,1159,70.78,59.0,3
9652,11,1,0,2,1200,11,116,1044,70.87,57.0,3
9653,12,1,0,2,1200,7,122,1139,71.02,8.3,3
9654,1,1,0,2,1650,6,119,1048,100.18,6.1,2
9655,2,1,0,2,1650,11,124,1083,100.3,4.0,2
