,Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd,Class
3072,10,0,0,1,1000,3,119,1001,57.36,124.0,3
3073,11,0,0,1,1000,8,126,1142,57.39,18.0,3
3074,12,0,0,1,1000,12,126,1082,57.44,112.0,3
3075,13,0,0,1,1000,14,125,1134,57.67,10.0,3
3076,14,0,0,1,1000,9,122,1198,57.95,212.0,3
3077,1,0,0,1,1400,1,122,1073,82.06,4.7,3
3078,2,0,0,1,1400,4,127,1155,82.24,2.5,3
3079,3,0,0,1,1400,9,129,1265,82.28,25.0,3
3080,4,0,0,1,1400,10,122,1236,82.3,31.0,3
3081,5,0,0,1,1400,6,128,1073,82.45,16.0,3
3082,6,0,0,1,1400,7,132,1143,82.52,11.0,3
3083,7,0,0,1,1400,5,120,1141,82.55,14.0,3
3084,8,0,0,1,1400,2,132,983,82.56,16.0,3
3085,9,0,0,1,1400,12,116,1212,82.69,10.0,3
3086,10,0,0,1,1400,11,118,1062,82.71,154.0,3
3087,11,0,0,1,1400,3,124,1055,83.15,13.0,3
3088,12,0,0,1,1400,8,121,1094,83.2,120.0,3
3089,13,0,0,1,1400,13,123,1186,84.3,315.0,3
3090,14,0,0,1,1400,14,125,1084,84.96,15.0,3
3091,1,0,0,1,1400,8,120,1095,81.24,2.1,2
3092,2,0,0,1,1400,3,124,1216,81.64,3.2,2
3093,3,0,0,1,1400,5,123,1155,81.66,40.0,2
3094,4,0,0,1,1400,11,130,1122,81.72,36.0,2
3095,5,0,0,1,1400,1,133,1120,81.74,13.0,2
3096,6,0,0,1,1400,14,130,1106,81.93,34.0,2
3097,7,0,0,1,1400,7,120,1160,81.94,16.0,2
3098,8,0,0,1,1400,4,123,1067,82.09,30.0,2
3099,9,0,0,1,1400,6,122,1110,82.1,38.0,2
3100,10,0,0,1,1400,9,120,1254,82.2,9.9,2
3101,11,0,0,1,1400,10,118,1062,82.34,57.0,2
3102,12,0,0,1,1400,12,115,1069,82.45,148.0,2
3103,13,0,0,1,1400,2,118,1156,82.77,71.0,2
3104,14,0,0,1,1400,13,117,1112,84.55,225.0,2
3105,1,0,0,2,1000,9,125,1185,57.1,9.5,4
3106,2,0,0,2,1000,14,125,1103,57.13,2.5,4
3107,3,0,0,2,1000,8,116,1115,57.57,41.0,4
3108,4,0,0,2,1000,3,121,1109,57.67,37.0,4
3109,5,0,0,2,1000,6,122,1121,57.7,137.0,4
3110,6,0,0,2,1000,7,124,1105,57.73,8.2,4
3111,7,0,0,2,1000,5,125,1182,57.78,4.8,4
3112,8,0,0,2,1000,10,123,1174,57.84,62.0,4
3113,9,0,0,2,1000,1,128,1211,57.93,7.2,4
3114,10,0,0,2,1000,2,122,1182,57.93,12.0,4
3115,11,0,0,2,1000,4,120,1183,58.03,14.0,4
3116,12,0,0,2,1000,13,119,1026,58.18,95.0,4
3117,13,0,0,2,1000,11,125,1056,58.74,106.0,4
3118,1,0,0,2,1200,1,133,1083,69.14,1.2,2
3119,2,0,0,2,1200,2,124,1089,69.2,6.3,2
3120,3,0,0,2,1200,6,131,1276,69.35,31.0,2
3121,4,0,0,2,1200,5,112,1033,69.4,21.0,2
3122,5,0,0,2,1200,7,127,1194,69.42,18.0,2
3123,6,0,0,2,1200,3,128,1019,69.48,10.0,2
3124,7,0,0,2,1200,8,118,1018,69.55,96.0,2
3125,8,0,0,2,1200,4,127,1010,69.81,32.0,2
3126,1,0,0,2,1400,9,132,1141,83.07,8.4,5
3127,2,0,0,2,1400,3,132,1053,83.17,23.0,5
3128,3,0,0,2,1400,2,128,1170,83.31,7.3,5
3129,4,0,0,2,1400,12,130,1016,83.45,7.7,5
3130,5,0,0,2,1400,7,129,1184,83.52,3.6,5
3131,6,0,0,2,1400,4,117,1227,83.61,56.0,5
3132,7,0,0,2,1400,1,118,1144,83.69,17.0,5
3133,8,0,0,2,1400,14,128,1182,83.74,6.3,5
3134,9,0,0,2,1400,6,115,1111,83.92,127.0,5
3135,10,0,0,2,1400,13,122,1117,83.94,16.0,5
3136,11,0,0,2,1400,8,130,1039,83.97,159.0,5
3137,12,0,0,2,1400,11,131,1197,84.01,58.0,5
3138,13,0,0,2,1400,5,130,1036,84.98,6.3,5
3139,14,0,0,2,1400,10,130,1097,85.1,32.0,5
3140,1,0,1,2,1200,9,129,1208,68.75,2.9,4
3141,2,0,1,2,1200,1,118,1158,69.51,6.8,4
3142,3,0,1,2,1200,6,132,1075,69.6,15.0,4
3143,4,0,1,2,1200,2,116,1049,69.64,10.0,4
3144,5,0,1,2,1200,3,119,1102,69.96,3.9,4
3145,6,0,1,2,1200,11,124,1082,70.4,304.0,4
3146,7,0,1,2,1200,4,128,1143,70.4,8.6,4
3147,8,0,1,2,1200,7,124,1070,70.42,31.0,4
3148,9,0,1,2,1200,12,126,1164,71.27,175.0,4
3149,10,0,1,2,1200,8,128,1063,71.56,122.0,4
3150,11,0,1,2,1200,10,133,1154,73.4,7.9,4
3151,12,0,1,2,1200,5,121,1090,91.7,35.0,4
3152,1,0,1,2,1200,9,119,1039,68.89,6.7,3
3153,2,0,1,2,1200,6,111,1236,68.93,9.9,3
3154,3,0,1,2,1200,8,118,1149,68.96,29.0,3
3155,4,0,1,2,1200,12,116,1074,69.27,25.0,3
3156,5,0,1,2,1200,3,125,1208,69.31,1.5,3
3157,6,0,1,2,1200,7,117,1292,69.34,193.0,3
3158,7,0,1,2,1200,5,126,1154,69.51,15.0,3
3159,8,0,1,2,1200,4,133,1226,69.68,40.0,3
3160,9,0,1,2,1200,11,124,1148,69.96,37.0,3
3161,10,0,1,2,1200,10,119,1103,70.5,14.0,3
3162,11,0,1,2,1200,1,121,1060,70.53,95.0,3
3163,12,0,1,2,1200,2,115,1012,70.71,63.0,3
3164,1,0,0,2,1800,6,132,1053,105.68,2.3,3
3165,2,0,0,2,1800,4,113,1062,105.87,38.0,3
3166,3,0,0,2,1800,2,114,1158,105.96,84.0,3
3167,4,0,0,2,1800,1,115,1065,106.23,7.2,3
3168,5,0,0,2,1800,9,124,1082,106.41,5.4,3
3169,6,0,0,2,1800,8,122,1342,106.56,36.0,3
3170,7,0,0,2,1800,7,113,1076,106.62,178.0,3
3171,8,0,0,2,1800,5,131,1163,107.01,3.2,3
3172,9,0,0,2,1800,3,133,1253,107.38,12.0,3
3173,1,0,0,2,1600,7,126,1085,94.28,5.4,3
3174,2,0,0,2,1600,1,126,1244,94.67,205.0,3
3175,3,0,0,2,1600,14,126,1080,94.68,7.3,3
3176,4,0,0,2,1600,12,126,1112,94.73,2.8,3
3177,5,0,0,2,1600,13,126,1052,94.84,14.0,3
3178,6,0,0,2,1600,11,126,1041,94.88,67.0,3
3179,7,0,0,2,1600,10,126,1136,94.91,4.8,3
3180,8,0,0,2,1600,5,126,1034,94.93,8.4,3
3181,9,0,0,2,1600,4,126,1134,95.15,82.0,3
3182,10,0,0,2,1600,6,126,1023,95.22,35.0,3
3183,11,0,0,2,1600,8,126,1202,95.24,36.0,3
3184,12,0,0,2,1600,2,126,1049,95.24,330.0,3
3185,13,0,0,2,1600,9,126,1118,95.31,23.0,3
3186,14,0,0,2,1600,3,126,1138,98.1,166.0,3
3187,1,0,0,2,1200,6,116,1206,69.34,6.2,3
3188,2,0,0,2,1200,4,115,1223,69.41,2.8,3
3189,3,0,0,2,1200,10,120,1115,69.42,6.4,3
3190,4,0,0,2,1200,1,116,1200,69.52,5.5,3
3191,5,0,0,2,1200,14,121,1215,69.55,17.0,3
3192,6,0,0,2,1200,9,118,1195,69.58,15.0,3
3193,7,0,0,2,1200,7,123,1110,69.67,23.0,3
3194,8,0,0,2,1200,8,133,1079,69.8,12.0,3
3195,9,0,0,2,1200,11,120,1136,69.87,22.0,3
3196,10,0,0,2,1200,3,129,1063,70.03,292.0,3
3197,11,0,0,2,1200,12,121,1157,70.19,33.0,3
3198,12,0,0,2,1200,13,122,1102,70.23,53.0,3
3199,13,0,0,2,1200,5,126,1075,70.45,428.0,3
3200,14,0,0,2,1200,2,124,1087,71.08,91.0,3
3201,1,0,0,2,1400,5,130,1090,82.22,5.6,3
3202,2,0,0,2,1400,9,122,1093,82.25,2.9,3
3203,3,0,0,2,1400,2,116,1183,82.45,10.0,3
3204,4,0,0,2,1400,3,125,1027,82.6,19.0,3
3205,5,0,0,2,1400,14,115,1044,82.67,3.8,3
3206,6,0,0,2,1400,11,115,1296,82.68,37.0,3
3207,7,0,0,2,1400,8,122,1043,82.73,17.0,3
3208,8,0,0,2,1400,13,133,1017,82.75,229.0,3
3209,9,0,0,2,1400,10,126,1184,82.79,17.0,3
3210,10,0,0,2,1400,6,124,1183,82.83,9.7,3
3211,11,0,0,2,1400,12,121,1242,83.02,286.0,3
3212,12,0,0,2,1400,7,126,1095,83.08,216.0,3
3213,13,0,0,2,1400,4,126,1081,83.4,197.0,3
3214,14,0,0,2,1400,1,125,1181,83.76,41.0,3
3215,1,0,1,2,1800,12,117,1014,109.44,22.0,5
3216,2,0,1,2,1800,1,129,1050,109.83,7.6,5
3217,3,0,1,2,1800,4,130,1092,109.87,6.0,5
3218,4,0,1,2,1800,7,113,1228,109.95,12.0,5
3219,5,0,1,2,1800,11,127,1154,109.97,58.0,5
3220,6,0,1,2,1800,5,132,1099,110.24,36.0,5
3221,7,0,1,2,1800,2,121,1215,110.27,11.0,5
3222,8,0,1,2,1800,3,132,1015,110.99,2.4,5
3223,9,0,1,2,1800,9,124,1125,111.13,14.0,5
3224,10,0,1,2,1800,8,118,1140,111.24,14.0,5
3225,11,0,1,2,1800,10,128,1177,111.85,53.0,5
3226,12,0,1,2,1800,13,121,1075,111.86,194.0,5
3227,13,0,1,2,1800,6,121,1035,111.91,11.0,5
3228,1,0,0,2,1000,13,114,1089,56.93,16.0,4
3229,2,0,0,2,1000,14,113,1167,57.25,18.0,4
3230,3,0,0,2,1000,10,124,997,57.28,30.0,4
3231,4,0,0,2,1000,3,130,1095,57.39,3.8,4
3232,5,0,0,2,1000,12,128,1073,57.44,6.1,4
3233,6,0,0,2,1000,5,127,1073,57.56,13.0,4
3234,7,0,0,2,1000,9,130,1085,57.74,18.0,4
3235,8,0,0,2,1000,4,125,1087,58.03,114.0,4
3236,9,0,0,2,1000,7,127,1134,58.06,3.8,4
3237,10,0,0,2,1000,2,127,1112,58.08,4.8,4
3238,11,0,0,2,1000,6,125,1073,58.3,87.0,4
3239,12,0,0,2,1000,11,127,1015,58.41,141.0,4
3240,13,0,0,2,1000,8,127,1233,58.48,105.0,4
3241,14,0,0,2,1000,1,127,1087,60.09,289.0,4
3242,1,0,0,2,1200,2,113,1208,69.49,6.4,4
3243,2,0,0,2,1200,9,124,1186,69.89,17.0,4
3244,3,0,0,2,1200,10,123,1033,69.96,30.0,4
3245,4,0,0,2,1200,3,125,1082,70.13,58.0,4
3246,5,0,0,2,1200,8,124,1068,70.15,4.1,4
3247,6,0,0,2,1200,7,125,1172,70.22,5.9,4
3248,7,0,0,2,1200,11,125,1158,70.24,12.0,4
3249,8,0,0,2,1200,4,125,1153,70.42,24.0,4
3250,9,0,0,2,1200,5,128,1025,70.53,130.0,4
3251,10,0,0,2,1200,6,122,1184,71.34,19.0,4
3252,11,0,0,2,1200,1,133,1158,71.86,2.8,4
3253,1,0,0,2,1400,12,119,1148,82.86,12.0,4
3254,2,0,0,2,1400,4,121,1129,83.03,2.9,4
3255,3,0,0,2,1400,2,127,1149,83.08,8.6,4
3256,4,0,0,2,1400,5,124,1115,83.24,9.9,4
3257,5,0,0,2,1400,1,121,1053,83.25,271.0,4
3258,6,0,0,2,1400,14,128,1143,83.43,178.0,4
3259,7,0,0,2,1400,9,117,1026,83.47,164.0,4
3260,8,0,0,2,1400,8,133,1194,83.52,2.2,4
3261,9,0,0,2,1400,6,119,1055,83.6,15.0,4
3262,10,0,0,2,1400,10,130,1121,83.67,59.0,4
3263,11,0,0,2,1400,11,117,1091,83.79,96.0,4
3264,12,0,0,2,1400,3,133,1195,83.79,434.0,4
3265,13,0,0,2,1400,13,121,1091,83.86,68.0,4
3266,14,0,0,2,1400,7,128,1042,84.18,212.0,4
3267,1,0,1,2,1650,6,130,1172,99.25,4.5,4
3268,2,0,1,2,1650,7,130,1105,99.36,5.4,4
3269,3,0,1,2,1650,2,115,1080,99.39,8.2,4
3270,4,0,1,2,1650,5,127,1124,99.55,35.0,4
3271,5,0,1,2,1650,1,131,1118,99.68,7.9,4
3272,6,0,1,2,1650,8,118,1082,100.08,43.0,4
3273,7,0,1,2,1650,4,123,1139,100.28,10.0,4
3274,8,0,1,2,1650,9,123,1112,100.44,14.0,4
3275,9,0,1,2,1650,12,133,1070,100.46,12.0,4
3276,10,0,1,2,1650,11,112,1007,100.48,28.0,4
3277,11,0,1,2,1650,3,116,1073,101.2,13.0,4
3278,12,0,1,2,1650,10,122,1110,102.91,6.7,4
3279,1,0,0,2,1200,7,126,1109,69.55,1.6,3
3280,2,0,0,2,1200,4,111,1037,69.72,37.0,3
3281,3,0,0,2,1200,12,131,1211,69.76,93.0,3
3282,4,0,0,2,1200,1,122,1145,69.89,24.0,3
3283,5,0,0,2,1200,3,120,1087,69.9,7.4,3
3284,6,0,0,2,1200,9,123,1169,69.9,27.0,3
3285,7,0,0,2,1200,5,121,1034,69.94,4.0,3
3286,8,0,0,2,1200,6,117,1163,70.05,23.0,3
3287,9,0,0,2,1200,11,117,1048,70.08,63.0,3
3288,10,0,0,2,1200,10,129,1174,70.2,190.0,3
3289,11,0,0,2,1200,2,113,1070,70.27,361.0,3
3290,12,0,0,2,1200,8,121,1220,71.08,63.0,3
3291,1,0,1,2,1650,11,117,1092,99.26,12.0,3
3292,2,0,1,2,1650,2,132,1101,99.29,10.0,3
3293,3,0,1,2,1650,1,114,1142,99.29,17.0,3
3294,4,0,1,2,1650,9,119,1109,99.29,6.2,3
3295,5,0,1,2,1650,6,117,1125,99.68,10.0,3
3296,6,0,1,2,1650,4,128,1101,99.68,2.6,3
3297,7,0,1,2,1650,3,123,1133,99.93,88.0,3
3298,8,0,1,2,1650,5,120,1035,99.93,72.0,3
3299,9,0,1,2,1650,8,124,1144,99.94,7.0,3
3300,10,0,1,2,1650,7,117,1118,100.15,116.0,3
3301,11,0,1,2,1650,12,118,1104,100.72,103.0,3
3302,12,0,1,2,1650,10,120,1183,100.72,19.0,3
3303,13,0,1,2,1650,14,133,1168,100.87,12.0,3
3304,14,0,1,2,1650,13,111,996,101.05,32.0,3
3305,1,0,0,2,1800,11,127,1138,107.69,2.4,3
3306,2,0,0,2,1800,13,131,978,107.79,8.5,3
3307,3,0,0,2,1800,9,128,1006,107.93,34.0,3
3308,4,0,0,2,1800,8,131,1092,107.98,28.0,3
3309,5,0,0,2,1800,10,124,1005,108.05,35.0,3
3310,5,0,0,2,1800,1,118,1198,108.05,5.1,3
3311,7,0,0,2,1800,6,130,1064,108.09,10.0,3
3312,8,0,0,2,1800,7,120,1168,108.11,5.9,3
3313,9,0,0,2,1800,2,127,1045,108.35,106.0,3
3314,10,0,0,2,1800,3,127,1128,108.37,45.0,3
3315,11,0,0,2,1800,12,125,1139,108.49,40.0,3
3316,12,0,0,2,1800,4,127,1052,108.56,18.0,3
3317,13,0,0,2,1800,5,119,1215,108.71,81.0,3
3318,1,0,0,2,1600,5,123,1257,94.32,10.0,2
3319,2,0,0,2,1600,7,119,1070,94.49,1.8,2
3320,3,0,0,2,1600,8,126,1054,94.65,10.0,2
3321,4,0,0,2,1600,1,124,1087,94.78,21.0,2
3322,5,0,0,2,1600,4,118,1095,94.8,17.0,2
3323,6,0,0,2,1600,6,124,992,94.8,42.0,2
3324,7,0,0,2,1600,13,125,1115,94.84,18.0,2
3325,8,0,0,2,1600,3,121,1031,94.88,4.6,2
3326,9,0,0,2,1600,9,121,1020,94.92,36.0,2
3327,10,0,0,2,1600,2,118,1141,95.29,150.0,2
3328,11,0,0,2,1600,12,118,1163,95.41,226.0,2
3329,12,0,0,2,1600,10,119,1080,95.57,74.0,2
3330,13,0,0,2,1600,11,125,1155,97.71,48.0,2
3331,1,0,0,2,1600,2,130,1105,95.28,4.8,5
3332,2,0,0,2,1600,3,133,1077,95.35,3.1,5
3333,3,0,0,2,1600,4,130,1200,95.6,3.6,5
3334,4,0,0,2,1600,9,119,1132,95.69,28.0,5
3335,5,0,0,2,1600,7,130,1004,95.88,5.8,5
3336,6,0,0,2,1600,1,126,1153,95.89,32.0,5
3337,7,0,0,2,1600,5,115,1147,96.04,11.0,5
3338,8,0,0,2,1600,6,120,1115,96.2,26.0,5
3339,9,0,0,2,1600,11,111,1100,96.31,135.0,5
3340,10,0,0,2,1600,10,122,1182,96.91,46.0,5
3341,11,0,0,2,1600,8,130,1077,97.07,46.0,5
3342,1,0,0,2,1400,11,133,1147,82.96,28.0,5
3343,2,0,0,2,1400,8,128,1183,83.18,15.0,5
3344,3,0,0,2,1400,3,133,1149,83.19,2.8,5
3345,4,0,0,2,1400,7,118,1141,83.41,6.4,5
3346,5,0,0,2,1400,5,119,1146,83.47,7.7,5
3347,6,0,0,2,1400,2,126,1074,83.62,11.0,5
3348,7,0,0,2,1400,9,130,1019,83.64,6.4,5
3349,8,0,0,2,1400,1,133,1065,83.9,14.0,5
3350,9,0,0,2,1400,6,113,1037,83.92,194.0,5
3351,10,0,0,2,1400,12,126,1089,84.12,7.0,5
3352,11,0,0,2,1400,4,129,1102,84.37,123.0,5
3353,12,0,0,2,1400,10,113,1103,85.95,107.0,5
3354,1,0,0,2,1200,4,115,1055,69.85,12.0,4
3355,2,0,0,2,1200,3,123,1209,69.94,2.8,4
3356,3,0,0,2,1200,5,125,1106,69.97,4.4,4
3357,4,0,0,2,1200,7,126,1171,70.12,3.1,4
3358,5,0,0,2,1200,10,121,1230,70.36,8.5,4
3359,6,0,0,2,1200,1,123,1142,70.53,55.0,4
3360,7,0,0,2,1200,11,125,1054,70.61,43.0,4
3361,8,0,0,2,1200,8,123,1153,70.68,182.0,4
3362,9,0,0,2,1200,12,121,1119,70.82,86.0,4
3363,10,0,0,2,1200,6,118,1188,70.97,49.0,4
3364,11,0,0,2,1200,2,111,1034,71.43,137.0,4
3365,12,0,0,2,1200,9,125,1211,72.37,33.0,4
3366,1,0,0,2,1200,3,128,1039,70.0,1.8,4
3367,2,0,0,2,1200,7,122,1073,70.01,75.0,4
3368,3,0,0,2,1200,4,121,1196,70.15,7.8,4
3369,4,0,0,2,1200,11,123,1185,70.16,9.8,4
3370,5,0,0,2,1200,8,125,1107,70.25,12.0,4
3371,6,0,0,2,1200,1,133,1193,70.38,8.3,4
3372,7,0,0,2,1200,6,121,1084,70.47,27.0,4
3373,8,0,0,2,1200,5,122,1029,70.53,62.0,4
3374,9,0,0,2,1200,10,125,1056,70.59,14.0,4
3375,10,0,0,2,1200,12,125,1061,70.84,411.0,4
3376,11,0,0,2,1200,9,125,1059,70.85,34.0,4
3377,12,0,0,2,1200,2,109,1201,71.17,14.0,4
3378,1,0,0,2,1400,2,129,1046,82.84,4.5,4
3379,2,0,0,2,1400,1,127,1134,82.86,12.0,4
3380,3,0,0,2,1400,4,116,1165,83.07,10.0,4
3381,4,0,0,2,1400,8,117,1261,83.27,14.0,4
3382,5,0,0,2,1400,11,127,1216,83.31,5.5,4
3383,6,0,0,2,1400,13,133,1007,83.42,5.3,4
3384,7,0,0,2,1400,10,128,1145,83.44,16.0,4
3385,8,0,0,2,1400,7,114,1264,83.54,13.0,4
3386,9,0,0,2,1400,9,121,1076,83.81,48.0,4
3387,10,0,0,2,1400,14,117,1022,83.82,160.0,4
3388,11,0,0,2,1400,6,123,1135,83.83,53.0,4
3389,12,0,0,2,1400,5,133,1044,83.89,5.4,4
3390,13,0,0,2,1400,3,122,1210,84.02,287.0,4
3391,14,0,0,2,1400,12,125,1178,84.97,138.0,4
3392,1,0,0,2,1200,11,121,1153,69.46,1.8,3
3393,2,0,0,2,1200,5,118,1189,69.64,5.8,3
3394,3,0,0,2,1200,3,122,1091,69.66,5.5,3
3395,4,0,0,2,1200,6,118,1161,69.79,10.0,3
3396,5,0,0,2,1200,8,126,1177,69.86,12.0,3
3397,6,0,0,2,1200,1,123,1045,69.92,53.0,3
3398,7,0,0,2,1200,7,114,1134,69.98,13.0,3
3399,8,0,0,2,1200,9,118,1140,70.13,42.0,3
3400,9,0,0,2,1200,10,122,1185,70.47,332.0,3
3401,10,0,0,2,1200,4,121,1049,70.47,147.0,3
3402,11,0,0,2,1200,2,123,1124,70.63,140.0,3
3403,12,0,0,2,1200,12,118,1058,71.93,259.0,3
3404,1,0,0,2,1400,1,131,1138,81.36,2.1,1
3405,2,0,0,2,1400,4,115,1211,81.69,6.8,1
3406,3,0,0,2,1400,3,108,1153,81.78,6.9,1
3407,4,0,0,2,1400,2,128,1181,82.06,2.9,1
3408,5,0,0,2,1400,6,131,1167,82.2,20.0,1
3409,6,0,0,2,1400,5,130,1053,82.46,16.0,1
3410,1,0,0,2,1200,3,121,1203,69.59,9.2,3
3411,1,0,0,2,1200,2,125,1068,69.59,2.8,3
3412,3,0,0,2,1200,1,130,990,69.6,5.3,3
3413,4,0,0,2,1200,4,127,1104,69.73,3.4,3
3414,5,0,0,2,1200,9,124,1021,69.84,12.0,3
3415,6,0,0,2,1200,10,131,1061,69.88,23.0,3
3416,7,0,0,2,1200,8,124,1071,69.9,14.0,3
3417,8,0,0,2,1200,6,116,1291,70.11,70.0,3
3418,9,0,0,2,1200,5,124,1124,70.14,26.0,3
3419,10,0,0,2,1200,7,117,1056,70.26,75.0,3
3420,11,0,0,2,1200,12,116,1121,71.21,207.0,3
3421,12,0,0,2,1200,11,125,1125,71.44,78.0,3
3422,1,0,0,2,1400,3,115,1161,81.89,1.9,3
3423,2,0,0,2,1400,1,129,1250,82.09,7.3,3
3424,3,0,0,2,1400,12,122,1137,82.23,42.0,3
3425,4,0,0,2,1400,14,120,1027,82.37,24.0,3
3426,5,0,0,2,1400,7,116,1049,82.4,44.0,3
3427,6,0,0,2,1400,5,122,1036,82.53,8.1,3
3428,7,0,0,2,1400,10,123,1106,82.55,16.0,3
3429,8,0,0,2,1400,4,133,1017,82.55,9.1,3
3430,9,0,0,2,1400,11,123,1296,82.59,258.0,3
3431,10,0,0,2,1400,13,122,1118,82.9,8.1,3
3432,11,0,0,2,1400,2,121,1064,82.95,383.0,3
3433,12,0,0,2,1400,9,119,1151,83.02,160.0,3
3434,13,0,0,2,1400,6,114,1194,83.76,38.0,3
3435,14,0,0,2,1400,8,128,1074,84.38,294.0,3
3436,1,0,0,2,1600,10,119,1158,94.65,6.5,3
3437,2,0,0,2,1600,13,123,1080,94.82,275.0,3
3438,3,0,0,2,1600,1,128,1161,94.92,9.1,3
3439,4,0,0,2,1600,11,117,1221,95.01,5.1,3
3440,5,0,0,2,1600,12,129,1058,95.02,23.0,3
3441,6,0,0,2,1600,14,130,1064,95.06,3.8,3
3442,7,0,0,2,1600,4,118,1021,95.12,86.0,3
3443,8,0,0,2,1600,9,133,1040,95.28,3.3,3
3444,9,0,0,2,1600,8,123,1302,95.29,50.0,3
3445,10,0,0,2,1600,2,122,1148,95.3,40.0,3
3446,11,0,0,2,1600,6,120,1119,95.4,56.0,3
3447,12,0,0,2,1600,3,118,1248,95.77,39.0,3
3448,13,0,0,2,1600,5,131,1107,96.09,24.0,3
3449,14,0,0,2,1600,7,121,1177,96.77,227.0,3
3450,1,0,0,2,1200,13,123,1133,69.76,2.9,4
3451,2,0,0,2,1200,2,123,1087,69.97,2.9,4
3452,3,0,0,2,1200,3,123,1135,70.17,17.0,4
3453,4,0,0,2,1200,6,128,1035,70.18,21.0,4
3454,5,0,0,2,1200,9,123,1063,70.34,39.0,4
3455,6,0,0,2,1200,11,126,1091,70.43,5.5,4
3456,7,0,0,2,1200,5,120,1187,70.44,36.0,4
3457,8,0,0,2,1200,12,123,1120,70.46,75.0,4
3458,9,0,0,2,1200,1,119,1066,70.46,10.0,4
3459,10,0,0,2,1200,4,113,975,71.06,42.0,4
3460,11,0,0,2,1200,14,131,1257,71.16,105.0,4
3461,12,0,0,2,1200,7,121,1133,71.29,65.0,4
3462,13,0,0,2,1200,8,117,1122,71.41,30.0,4
3463,1,0,0,2,2000,3,122,1045,121.27,2.6,2
3464,2,0,0,2,2000,4,123,997,121.5,10.0,2
3465,3,0,0,2,2000,1,123,1015,121.5,8.3,2
3466,4,0,0,2,2000,6,120,1085,121.55,3.6,2
3467,5,0,0,2,2000,8,118,1179,121.56,15.0,2
3468,6,0,0,2,2000,9,116,1066,121.81,11.0,2
3469,7,0,0,2,2000,2,123,1058,122.24,43.0,2
3470,8,0,0,2,2000,5,123,1182,123.93,6.1,2
3471,1,0,1,2,1200,10,126,1097,69.14,3.2,4
3472,2,0,1,2,1200,2,122,1114,69.65,5.0,4
3473,3,0,1,2,1200,6,117,1069,69.66,9.5,4
3474,4,0,1,2,1200,11,119,1059,69.66,10.0,4
3475,5,0,1,2,1200,3,131,1084,69.71,5.8,4
3476,6,0,1,2,1200,7,114,1057,69.87,13.0,4
3477,7,0,1,2,1200,8,127,1079,69.97,18.0,4
3478,8,0,1,2,1200,5,127,1052,69.99,9.4,4
3479,9,0,1,2,1200,4,114,1195,70.41,25.0,4
3480,10,0,1,2,1200,9,122,1063,70.64,31.0,4
3481,11,0,1,2,1200,12,124,1268,71.05,56.0,4
3482,12,0,1,2,1200,1,131,1081,72.54,97.0,4
3483,1,0,0,2,1600,5,116,1181,95.89,28.0,4
3484,2,0,0,2,1600,3,129,1124,96.01,8.8,4
3485,3,0,0,2,1600,7,132,1180,96.01,2.8,4
3486,4,0,0,2,1600,4,126,1237,96.07,24.0,4
3487,5,0,0,2,1600,6,123,1109,96.09,3.7,4
3488,6,0,0,2,1600,1,122,1033,96.13,9.4,4
3489,7,0,0,2,1600,12,131,1111,96.29,6.0,4
3490,8,0,0,2,1600,2,125,1105,96.39,12.0,4
3491,9,0,0,2,1600,9,118,1122,96.54,42.0,4
3492,10,0,0,2,1600,10,112,1082,96.73,127.0,4
3493,11,0,0,2,1600,11,125,1162,96.85,171.0,4
3494,12,0,0,2,1600,8,122,1035,97.71,169.0,4
3495,1,0,0,2,1400,3,131,1033,82.37,3.3,4
3496,2,0,0,2,1400,8,117,1141,82.45,11.0,4
3497,3,0,0,2,1400,4,128,1034,82.61,7.8,4
3498,4,0,0,2,1400,1,126,1177,82.91,6.8,4
3499,5,0,0,2,1400,2,123,1282,82.95,58.0,4
3500,6,0,0,2,1400,10,121,1139,83.06,8.9,4
3501,7,0,0,2,1400,13,132,1012,83.12,11.0,4
3502,8,0,0,2,1400,5,129,1147,83.34,17.0,4
3503,9,0,0,2,1400,12,131,981,83.4,182.0,4
3504,10,0,0,2,1400,6,122,1101,83.48,67.0,4
3505,11,0,0,2,1400,7,126,1053,83.53,6.9,4
3506,12,0,0,2,1400,14,129,1017,83.75,14.0,4
3507,13,0,0,2,1400,11,125,1013,83.79,23.0,4
3508,14,0,0,2,1400,9,116,1031,83.86,173.0,4
3509,1,0,0,2,1200,2,118,1141,69.79,3.9,2
3510,2,0,0,2,1200,1,116,1163,69.82,26.0,2
3511,3,0,0,2,1200,9,121,1193,69.83,5.6,2
3512,4,0,0,2,1200,7,123,1155,69.86,6.2,2
3513,5,0,0,2,1200,10,127,1089,70.07,2.6,2
3514,6,0,0,2,1200,6,119,1054,70.16,11.0,2
3515,7,0,0,2,1200,5,126,1003,70.27,30.0,2
3516,8,0,0,2,1200,8,115,1142,70.46,207.0,2
3517,9,0,0,2,1200,3,117,1072,70.55,21.0,2
3518,10,0,0,2,1200,4,128,1106,70.85,35.0,2
3519,1,0,0,2,1000,6,128,1143,57.36,10.0,3
3520,2,0,0,2,1000,10,132,1058,57.47,10.0,3
3521,3,0,0,2,1000,13,121,1141,57.56,17.0,3
