Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track

1,6,LOVING A BOOM(C122),Z Purton,R Gibson,126,1191,7,-,5 5 1 ,1:09.62,2.4,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
2,4,PLANET STAR(A049),C Wong,P O'Sullivan,122,1213,8,2-1/2,2 2 2 ,1:10.02,3.4,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
3,7,GOLDEN DASH(B190),C Y Ho,C S Shum,121,1094,6,3,6 6 3 ,1:10.08,4.8,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
4,5,SHANGHAI MASTER(A337),N Callan,K W Lui,127,1144,4,3,4 3 4 ,1:10.11,50,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
5,3,BALLISTIC KING(C231),M L Yeung,K H Ting,121,1118,9,3-1/2,9 9 5 ,1:10.16,16,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
6,8,ELITE PATCH(C193),K C Leung,J Moore,120,1170,10,3-1/2,7 7 6 ,1:10.18,43,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
7,11,MIGHTY MAVERICK(V150),C Schofield,C Fownes,119,1157,12,3-3/4,8 8 7 ,1:10.20,13,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
8,12,CEREFINO(A398),K C Ng,W Y So,115,1071,1,4-1/4,1 1 8 ,1:10.30,31,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
9,9,HARBO-1 ALERT(T254),J Moreira,C W Chang,120,1314,5,5-1/2,3 4 9 ,1:10.51,22,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
10,10,MANNA FROM HEAVEN(C261),M Chadwick,P F Yiu,120,1087,11,7-1/4,11 11 10 ,1:10.76,189,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
11,1,STARLIGHT(V273),U Rispoli,C H Yip,133,1078,2,7-1/2,10 10 11 ,1:10.83,22,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
-1,2,CALIFORNIA ARGENT(C042),K Teetan,A S Cruz,131,---,---,---,---,---,---,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
-1,,HONEST WAY(B200),G van Niekerk,D E Ferraris,127,---,---,---,---,---,---,19-20-681,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"

1,9,-1ARLESS FIRE(B085),C Y Ho,C Fownes,122,1137,4,-,10 10 1 ,1:09.71,6.3,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
2,8,SMART LEADER(B456),K Teetan,A S Cruz,123,1138,11,1/2,9 8 2 ,1:09.80,14,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
3,5,SPARKLING DRAGON(B033),G van Niekerk,A T Millard,125,1060,6,2-1/4,7 7 3 ,1:10.06,5.2,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
4,12,WINNING SUPREME(A351),T H So,Y S Tsui,111,1089,10,2-1/4,3 3 4 ,1:10.08,93,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
5,6,MOST BEAUTIFUL(A022),N Callan,C S Shum,124,1171,3,2-3/4,4 4 5 ,1:10.15,13,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
6,4,MR GENUINE(S253),M F Poon,D J Hall,124,1078,7,2-3/4,6 6 6 ,1:10.17,11,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
7,10,HAPPY TIME(B272),K C Leung,K W Lui,119,1167,8,3-1/2,1 1 7 ,1:10.26,5.6,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
8,11,ZERO HEDGE(A221),J Moreira,J Size,119,1115,2,3-1/2,5 5 8 ,1:10.27,9.8,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
9,3,ENDEARING(V338),C Schofield,J Moore,128,1116,9,4,12 11 9 ,1:10.34,13,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
10,1,TELECOM -1MA(C181),Z Purton,K H Ting,133,1124,5,4-3/4,2 2 10 ,1:10.49,4.1,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
11,2,HAPPY FAMILY(C116),H T Mo,L Ho,128,1070,1,5,8 9 11 ,1:10.50,64,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
12,7,WINNING -1ELING(C324),M Chadwick,D E Ferraris,124,1306,12,5,11 12 12 ,1:10.52,126,19-20-682,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"

1,6,YEE CHEONG BABY(C273),Z Purton,K H Ting,124,1197,1,-,1 1 1 ,1:08.78,3.5,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
2,11,FAT T-1TLE(C215),K Teetan,F C Lor,118,1159,2,2,3 3 2 ,1:09.09,2.9,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
3,5,TORNADO TWIST(C028),J Moreira,J Size,124,1107,7,5,7 7 3 ,1:09.57,4.6,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
4,12,HINCHINLOVE(C001),M F Poon,W Y So,115,1140,10,5,10 10 4 ,1:09.57,19,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
5,1,FORTUNE BOOTH(A418),U Rispoli,J Moore,132,1089,11,5-1/2,12 11 5 ,1:09.64,18,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
6,9,FANTASTIC -1ELING(T273),M L Yeung,D E Ferraris,119,1230,3,8-1/2,4 5 6 ,1:10.15,28,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
7,2,SUPER T-1BO(V310),C Schofield,D J Hall,129,1052,12,8-3/4,11 12 7 ,1:10.17,17,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
8,8,MONTREAL(B338),N Callan,C Fownes,123,1170,5,9-1/4,2 2 8 ,1:10.25,19,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
9,10,HANDSOME BO BO(B119),H T Mo,K L Man,117,1165,9,9-1/2,9 9 9 ,1:10.30,32,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
10,7,CALIFORNIA ARCHER(A417),M Chadwick,A S Cruz,123,1118,8,10-1/4,5 4 10 ,1:10.44,52,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
11,3,HIGH FIVE(T200),M Harley,A T Millard,127,1083,4,11-1/2,6 6 11 ,1:10.63,17,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"
12,4,LITTLE BIRD(B069),R Bayliss,P F Yiu,127,1233,6,14,8 8 12 ,1:11.03,68,19-20-683,Class 2,HV,1200M,GOOD TO FIRM,"T-1F - ""B"" Course"

1,3,VERY SWEET ORANGE(A300),J Moreira,Y S Tsui,132,1126,4,-,1 1 1 ,0:57.31,2.3,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
2,10,CARRY TO WIN(V305),G van Niekerk,R Gibson,117,1164,9,2,3 3 2 ,0:57.62,12,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
3,7,WHISTLE UP(A082),Z Purton,L Ho,122,1171,11,2-1/4,2 2 3 ,0:57.68,14,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
4,5,SHOWING CHARACTER(T289),A Domeyer,D E Ferraris,127,1083,8,2-1/2,9 6 4 ,0:57.73,21,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
5,4,SHOW MISSION(T436),N Callan,C W Chang,129,1104,6,4,10 9 5 ,0:57.97,20,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
6,6,STARLOT(V367),K C Leung,P O'Sullivan,127,1184,5,4-1/4,6 7 6 ,0:58.00,9,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
7,9,STRIKING MR C(B141),M L Yeung,T P Yung,124,1243,7,4-1/2,5 5 7 ,0:58.02,45,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
8,1,CAPTAIN BOSS(B096),M Chadwick,A T Millard,133,1140,2,6,8 10 8 ,0:58.26,9.7,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
9,8,PEACE ON EARTH(S254),M F Poon,K L Man,123,1088,3,6-1/4,11 11 9 ,0:58.31,8.6,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
10,12,THE HAPPY BUNCH(B121),K Teetan,C S Shum,113,1059,1,6-1/2,7 8 10 ,0:58.37,7,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
11,2,MASSIVE MOVE(T073),H T Mo,L Ho,129,1096,10,10-1/2,12 12 11 ,0:58.98,39,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
12,11,FIRST BEAUT(B022),T H So,K L Man,111,1136,12,10-3/4,4 4 12 ,0:59.04,73,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"
-1,,TRAVEL SUCCESSOR(V121),M Harley,W Y So,127,---,---,---,---,---,---,19-20-696,Class 5,HV,1000M,GOOD,"T-1F - ""C"" Course"

1,3,CLEMENT LEGEND(B137),K Teetan,C S Shum,129,1100,7,-,5 4 4 4 3 1 ,2:17.15,3.8,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
2,6,CROWN AVENUE(V378),Z Purton,C H Yip,121,1137,5,3/4,2 2 2 2 2 2 ,2:17.30,7.3,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
3,8,FAMILY LEADER(C089),C Y Ho,C Fownes,118,1136,4,2,3 3 3 3 4 3 ,2:17.45,9.2,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
4,9,FORTUNE PATROL(A245),M Chadwick,P O'Sullivan,114,1059,1,2,4 5 5 6 5 4 ,2:17.47,6.1,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
5,11,ENJOYABLE SUCCESS(B150),M L Yeung,C W Chang,113,1071,2,3-1/2,9 9 9 9 9 5 ,2:17.73,22,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
6,4,SANGRIA(A065),N Callan,D E Ferraris,129,1040,9,3-3/4,7 8 8 8 8 6 ,2:17.75,10,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
7,10,THE JOY OF GIVING(A249),J Moreira,C W Chang,116,1008,8,3-3/4,8 7 7 5 7 7 ,2:17.76,4.4,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
8,5,BULLISH GLORY(A118),K C Leung,C W Chang,125,1093,10,4-3/4,11 11 11 11 11 8 ,2:17.90,21,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
9,7,HOLY UNICORN(V179),H T Mo,K H Ting,117,1037,6,5,1 1 1 1 1 9 ,2:17.95,20,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
10,1,KING'S MAN(V156),G van Niekerk,P F Yiu,133,1107,3,5-3/4,6 6 6 7 6 10 ,2:18.09,23,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"
11,2,HAPPY ROCKY(S147),R Bayliss,C W Chang,132,1107,11,9-1/2,10 10 10 10 10 11 ,2:18.66,26,19-20-697,Class 4,HV,2200M,GOOD,"T-1F - ""C"" Course"

1,4,LE TERROIR(B403),Z Purton,L Ho,127,1096,2,-,5 4 1 ,1:10.43,1.3,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
2,7,BRAVE BABY(C066),A Domeyer,A S Cruz,125,1068,10,1/2,2 2 2 ,1:10.52,16,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
3,3,PLAY WISE(A411),H T Mo,C H Yip,125,1068,8,2,10 9 3 ,1:10.74,28,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
4,6,CHEEKY BEE(B471),K Teetan,D E Ferraris,126,996,4,2-1/4,6 7 4 ,1:10.77,32,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
5,5,SHAMPORT(B167),N Callan,C Fownes,127,1059,5,2-3/4,3 3 5 ,1:10.87,8.6,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
6,1,GOLDEN GLORY(T076),U Rispoli,K H Ting,133,1063,12,3-3/4,7 8 6 ,1:11.02,29,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
7,2,LORIZ(C036),K C Leung,P F Yiu,128,1203,6,5-1/2,1 1 7 ,1:11.29,8.8,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
8,8,FLYING MONKEY(T361),M L Yeung,T P Yung,122,1064,7,6-3/4,4 5 8 ,1:11.50,50,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
9,9,MCMUNIGAL(B335),M F Poon,D J Hall,119,1019,3,6-3/4,9 10 9 ,1:11.52,64,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
10,10,BRILLIANT(C005),C Y Ho,K W Lui,121,1020,1,7,8 6 10 ,1:11.53,42,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
11,11,MUTUAL JOY(T282),T H So,P O'Sullivan,112,1031,9,7-3/4,11 11 11 ,1:11.67,134,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
12,12,WHISKY KNIGHT(B313),H N Wong,J Moore,112,1219,11,10-3/4,12 12 12 ,1:12.16,188,19-20-698,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"

1,3,PER-1CT TO PLAY(B095),Z Purton,C Fownes,129,1013,4,-,11 11 1 1 ,1:40.39,3.5,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
2,10,POLYMER LUCK(T326),H N Wong,K H Ting,113,1055,3,1,6 5 7 2 ,1:40.56,12,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
3,6,SMART ROCKET(B322),J Moreira,J Moore,123,1168,12,1-3/4,3 3 4 3 ,1:40.65,5.6,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
4,9,BUNDLE OF ENERGY(B279),T H So,D J Hall,117,1126,5,2-3/4,9 9 5 4 ,1:40.81,11,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
5,2,PER-1CT BUDDY(B408),C Y Ho,K W Lui,129,1146,8,2-3/4,8 7 10 5 ,1:40.83,21,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
6,7,MISTER MONTE(A201),K C Leung,C W Chang,121,1053,9,3,1 1 2 6 ,1:40.85,14,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
7,12,ASSOCIATION FANS(V207),M Chadwick,L Ho,113,1144,7,3-1/2,4 4 6 7 ,1:40.94,5.8,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
8,11,LITTLE ISLAND(T390),M F Poon,K L Man,112,1042,2,6-1/2,12 12 11 8 ,1:41.42,33,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
9,8,WONDER EXPRESS(C224),A Domeyer,C S Shum,120,1135,10,8-1/4,2 2 3 9 ,1:41.73,10,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
10,5,GENTRY(V042),G van Niekerk,C H Yip,126,1044,11,9,7 8 8 10 ,1:41.84,19,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
11,4,SLEEP EDUCATION(A362),K Teetan,D E Ferraris,127,991,6,9-3/4,5 6 9 11 ,1:41.94,9.4,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
12,1,SUN SUN FA FA(B467),R Bayliss,A S Cruz,133,1091,1,10-1/4,10 10 12 12 ,1:42.03,50,19-20-699,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"

1,9,FORZA ANGEL(B333),J Moreira,Y S Tsui,119,1030,9,-,3 3 1 ,0:57.02,24,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
2,4,HONG KONG BET(C082),K Teetan,A S Cruz,131,1075,8,1-3/4,6 6 2 ,0:57.31,4.5,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
3,5,MAGIC LEGEND(A170),K C Leung,J Moore,128,1034,7,1-3/4,7 8 3 ,0:57.32,7.6,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
4,11,MR RIGHT(T334),H T Mo,L Ho,111,1258,1,3-1/4,2 1 4 ,0:57.56,9.9,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
5,1,ENCORE BOY(A177),A Domeyer,P F Yiu,133,1145,10,4,10 11 5 ,0:57.65,38,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
6,8,FRUSTRATED(C218),G van Niekerk,F C Lor,124,1056,4,4-3/4,4 5 6 ,0:57.79,3.2,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
7,3,DREAM COME TRUE(B269),Z Purton,T P Yung,131,1208,6,5,1 2 7 ,0:57.82,7.4,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
8,10,HEALTHY LUCK(A064),U Rispoli,K L Man,118,1036,2,5-1/4,5 4 8 ,0:57.85,4.3,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
9,7,BREEDERS' SKY(C162),N Callan,R Gibson,124,1066,11,5-1/4,8 9 9 ,0:57.86,119,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
10,2,ARDENODE(B145),K C Ng,W Y So,128,1039,5,8-1/2,9 10 10 ,0:58.39,206,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
11,6,BEAR AGAIN(C301),M Harley,D E Ferraris,127,1056,3,10-1/4,11 7 11 ,0:58.67,145,19-20-700,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"

1,10,TRUE GRIT(B232),J Moreira,J Size,118,1017,2,-,5 5 5 1 ,1:39.97,1.8,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
2,12,UNIVERSAL GO GO(B132),M F Poon,K W Lui,113,1095,4,1-1/4,2 2 2 2 ,1:40.16,9,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
3,1,HARMONY HERO(B217),N Callan,R Gibson,133,1216,6,1-1/4,3 3 4 3 ,1:40.17,7.9,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
4,11,FLYING QUEST(A071),C Y Ho,D J Hall,116,1059,5,2-1/4,10 10 7 4 ,1:40.33,41,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
5,5,XIANG BAI QI(B336),M Chadwick,D E Ferraris,124,992,7,4-3/4,6 6 9 5 ,1:40.71,14,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
6,3,HEAVENLY THOUGHT(C163),K C Leung,F C Lor,127,1049,1,5-1/4,4 4 6 6 ,1:40.79,62,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
7,9,TANGMERE(B432),Z Purton,C Fownes,120,1033,8,5-1/2,7 7 8 7 ,1:40.85,11,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
8,4,RICKFIELD(V046),U Rispoli,A T Millard,126,1089,10,7-1/4,9 9 3 8 ,1:41.14,38,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
9,7,WORLD FAMOUS(C288),K Teetan,A S Cruz,122,1106,9,8-1/4,1 1 1 9 ,1:41.29,8.4,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
10,6,LET'S TAKE IT EASY(A140),T H So,L Ho,121,1018,12,8-3/4,12 12 12 10 ,1:41.36,60,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
11,8,MERRYGOWIN(V396),H N Wong,P O'Sullivan,117,1096,3,11,8 8 11 11 ,1:41.71,19,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
12,2,MEGA RED(V078),R Bayliss,C W Chang,129,1149,11,14-1/2,11 11 10 12 ,1:42.30,68,19-20-701,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"

1,2,WALDORF(B253),J Moreira,A S Cruz,133,1068,10,-,12 12 1 ,1:10.22,7.6,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
2,10,MIGHTY MAVERICK(V150),C Y Ho,C Fownes,117,1141,2,N,7 6 2 ,1:10.28,3.5,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
3,3,MR GENUINE(S253),T H So,D J Hall,123,1071,3,1-1/4,11 10 3 ,1:10.44,14,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
4,6,FIRST RESPONDER(C205),Z Purton,J Moore,120,1131,9,1-3/4,2 2 4 ,1:10.50,3,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
5,9,JOLLY CONVERGENCE(V293),M Chadwick,R Gibson,117,1075,4,2,5 4 5 ,1:10.56,16,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
6,7,PRIVATE ROCKET(C367),U Rispoli,J Moore,118,1074,12,2-1/2,10 11 6 ,1:10.62,40,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
7,12,CONFUCIUS DAY(C272),M F Poon,C W Chang,112,1142,7,2-3/4,8 9 7 ,1:10.66,25,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
8,8,GINTOKI(C216),M L Yeung,T P Yung,115,1118,11,4-1/2,6 7 8 ,1:10.95,135,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
9,1,BREEDERS' STAR(V197),A Domeyer,D E Ferraris,133,1182,1,4-3/4,9 8 9 ,1:10.99,13,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
10,4,COBY OPPA(C192),K Teetan,F C Lor,124,1068,6,5,4 3 10 ,1:11.01,5.9,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
11,5,POWERMAX(A009),K C Leung,R Gibson,120,1146,8,5,3 5 11 ,1:11.03,75,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
12,11,VERY RICH MAN(V286),H T Mo,L Ho,113,1057,5,5-1/4,1 1 12 ,1:11.08,75,19-20-702,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"

1,4,GODSPEED(A087),Z Purton,D J Hall,130,1139,4,-,7 7 6 1 ,1:41.42,3.1,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
2,1,LOVE CHUNGHWA(T207),M L Yeung,T P Yung,131,1153,2,1-3/4,8 8 9 2 ,1:41.70,13,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
3,12,HIDDEN SPIRIT(B130),K Teetan,P O'Sullivan,113,1163,5,1-3/4,6 5 3 3 ,1:41.72,10,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
4,6,KEEP WINNING(B331),K C Leung,C W Chang,128,1115,8,2-1/2,4 2 1 4 ,1:41.84,15,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
5,9,LETSGOFREE(T292),M Harley,K H Ting,126,967,12,2-3/4,12 12 12 5 ,1:41.88,59,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
6,5,GOLDEN CANNON(T022),C Y Ho,K W Lui,130,963,3,3,9 9 8 6 ,1:41.92,5.9,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
7,3,LUCKY SHINY DAY(A273),J Moreira,L Ho,131,1020,6,3-1/4,5 4 5 7 ,1:41.96,3.6,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
8,10,SOCCER BRAVE(T233),M Chadwick,D E Ferraris,123,1029,9,3-3/4,1 3 4 8 ,1:42.01,85,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
9,7,COME ON WONGCHOY(A285),G van Niekerk,C S Shum,127,1015,11,3-3/4,2 1 2 9 ,1:42.01,26,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
10,8,KWAICHUNG BROTHERS(A012),C Schofield,R Gibson,126,1150,7,5-1/4,10 10 11 10 ,1:42.27,31,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
11,2,LET'S COME BACK(B367),H N Wong,C Fownes,129,1134,10,7-1/2,11 11 10 11 ,1:42.62,70,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"
12,11,WINNING CIRCLE(B275),N Callan,J Moore,122,1121,1,11,3 6 7 12 ,1:43.19,9.7,19-20-715,Class 5,HV,1650M,GOOD,"T-1F - ""A"" Course"

1,4,SNAP FIT(B402),Z Purton,C Fownes,131,1170,7,-,3 2 1 ,0:57.44,1.8,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
2,11,DEMONS ROCK(B263),C Y Ho,D J Hall,119,1030,11,2-1/2,7 6 2 ,0:57.82,42,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
3,6,HONG KONG WIN(C333),J Moreira,J Size,129,1210,12,3,1 1 3 ,0:57.90,5.3,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
4 ,9,THE ABRAXAS(C212),M F Poon,Y S Tsui,123,1162,8,4-1/4,4 4 4 ,0:58.12,20,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
4 ,12,PRAWN YEAH YEAH(B381),G van Niekerk,R Gibson,116,1137,4,4-1/4,8 9 4 ,0:58.12,18,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
6,3,IRON BOY(V071),H N Wong,K W Lui,129,1179,2,4-1/2,5 5 6 ,0:58.16,27,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
7,1,MY POWER(B267),K Teetan,C S Shum,133,1066,10,4-1/2,6 7 7 ,0:58.17,36,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
8,10,ISLAND WINNER(C088),K C Leung,P F Yiu,123,1194,9,5-1/4,2 3 8 ,0:58.29,51,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
9,2,EVERBRAVE(A364),A Domeyer,K L Man,132,1205,3,6-3/4,9 8 9 ,0:58.50,4.8,19-20-716,Class 4,HV,1000M,GOOD,"T-1F - ""A"" Course"
