Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track

1,3,MAGNETISM(V114),K Teetan,D E Ferraris,130,1136,5,-,4 4 4 4 1 ,1:50.57,21,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
2,1,HEAVENLY THOUGHT(C163),J Moreira,F C Lor,133,1056,6,NOSE,3 3 3 3 2 ,1:50.57,4.7,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
3,11,CHEERFUL STAR(B326),M Chadwick,F C Lor,120,1015,2,1-1/4,5 5 5 5 3 ,1:50.74,5.2,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
4,4,KING'S MAN(V156),N Callan,P F Yiu,129,1117,3,1-1/2,6 6 7 6 4 ,1:50.78,10,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
5,5,WON WON TOO(C164),U Rispoli,C H Yip,129,1061,7,2-1/2,2 2 2 2 5 ,1:50.96,14,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
6,8,C-1LING LUX-1Y(A083),L Hewitson,Y S Tsui,124,1041,9,2-3/4,1 1 1 1 6 ,1:51.02,21,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
7,7,GOOD DAYS(A333),A Badel,C S Shum,125,1102,4,4,12 10 11 11 7 ,1:51.20,10,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
8,9,DOR DOR(C109),C Schofield,J Size,123,1023,11,4,8 9 8 8 8 ,1:51.20,6,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
9,2,PER-1CT TO PLAY(B095),Z Purton,C Fownes,133,1028,12,5-3/4,11 12 12 10 9 ,1:51.48,7.8,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
10,6,BULLISH GLORY(A118),S de Sousa,C W Chang,125,1111,8,6,10 11 10 12 10 ,1:51.53,7.2,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
11,10,GREAT SMART(C319),H W Lai,L Ho,121,1203,10,6,7 7 6 7 11 ,1:51.54,195,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"
12,12,DASHING DART(V038),K C Leung,P O'Sullivan,118,1178,1,7-1/2,9 8 9 9 12 ,1:51.78,54,19-20-240,Class 4,HV,1800M,GOOD,"T-1F - ""C"" Course"

1,10,AFTER ME(B300),M Chadwick,P F Yiu,115,1017,5,-,6 5 1 ,1:09.97,8.1,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
2,1,FARSHAD(B238),S de Sousa,Y S Tsui,133,1123,12,SH,12 12 2 ,1:10.00,8.8,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
3,5,LUCKY QUALITY(D050),C Y Ho,C Fownes,126,1093,6,SH,8 8 3 ,1:10.00,42,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
4,11,CASIMIRO(C149),K Teetan,C H Yip,115,1105,8,3/4,7 7 4 ,1:10.09,11,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
5,12,FLYING GODSPELL(V376),H T Mo,K H Ting,112,1124,3,3/4,1 1 5 ,1:10.09,6.9,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
6,6,E GENERATION(C322),M F Poon,K L Man,122,1089,4,1-1/4,4 4 6 ,1:10.17,31,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
7,2,CONFUCIUS DAY(C272),Z Purton,C W Chang,132,1145,11,2-1/4,2 2 7 ,1:10.31,6.4,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
8,4,SPEEDY DRAGON(B185),T H So,D J Hall,125,1084,2,2-1/4,5 6 8 ,1:10.32,24,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
9,7,VIGOR CHAMP(C498),K C Leung,T P Yung,124,1027,7,2-1/2,10 10 9 ,1:10.37,120,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
10,9,SPICY REALLY(C021),H N Wong,F C Lor,115,1056,9,2-1/2,9 9 10 ,1:10.39,254,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
11,8,DR RESPECT(C129),J Moreira,J Size,120,1178,1,2-3/4,3 3 11 ,1:10.43,2.3,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
12,3,HERO TIME(B010),A Badel,R Gibson,130,1134,10,7-1/4,11 11 12 ,1:11.12,19,19-20-241,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"

1,4,RICKFIELD(V046),M F Poon,A T Millard,127,1073,9,-,9 7 1 1 ,1:39.88,20,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
2,6,S-1REALISM(C285),N Callan,D E Ferraris,121,1090,1,1-1/4,5 5 7 2 ,1:40.07,3.8,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
3,11,MONSTER KAKA(B319),A Badel,D J Hall,115,1016,5,1-3/4,3 3 4 3 ,1:40.14,4.7,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
4,2,RACING LUCK(B223),C Y Ho,K W Lui,130,1120,11,2,11 10 10 4 ,1:40.22,4.6,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
5,7,TRIUMPHANT HORSE(B430),C Schofield,K H Ting,118,1111,2,2-1/4,6 6 5 5 ,1:40.26,8.4,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
6,8,HARRIER JET(T372),K Teetan,P O'Sullivan,117,1158,12,3-3/4,12 12 11 6 ,1:40.49,42,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
7,1,PER-1CT GLORY(B411),Z Purton,C Fownes,133,1105,7,3-3/4,7 9 8 7 ,1:40.49,6.6,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
8,12,FRESH POWER(B067),M Chadwick,Y S Tsui,114,1031,10,4-1/2,2 2 6 8 ,1:40.61,30,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
9,9,SUMSTREETSUMWHERE(B283),T H So,L Ho,114,1083,8,4-1/2,1 1 2 9 ,1:40.62,16,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
10,5,SMILING CITY(D113),S de Sousa,D J Whyte,125,1043,3,6-1/4,4 4 3 10 ,1:40.88,14,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
11,3,ARCATRAZ(C398),L Hewitson,J Moore,129,981,4,6-1/4,8 8 9 11 ,1:40.88,133,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
12,10,EXALTATION(C370),H T Mo,A S Cruz,112,1042,6,11-3/4,10 11 12 12 ,1:41.75,162,19-20-242,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"

1,3,FLAME LILY(B050),J Moreira,F C Lor,128,1203,5,-,6 2 2 1 ,1:40.16,3.9,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
2,12,EVERYONE'S ELITE(B074),S de Sousa,K L Man,115,1138,3,1-1/4,4 5 3 2 ,1:40.35,2.5,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
3,6,NITRO EXPRESS(T353),K Teetan,D E Ferraris,120,1185,10,1-1/4,9 10 8 3 ,1:40.36,16,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
4,9,MISCHIEVOUS SUNDAE(C016),C Y Ho,J Size,119,1058,1,2-1/2,5 6 6 4 ,1:40.56,11,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
5,4,CITY LEGEND(A086),K C Leung,T P Yung,125,1032,12,2-3/4,10 11 11 5 ,1:40.60,20,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
6,10,SPEEDY WALLY(T002),Z Purton,C Fownes,120,1141,8,3-1/2,11 8 7 6 ,1:40.70,17,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
7,1,CASA DE FORCA(C289),M Chadwick,A S Cruz,133,1214,7,4-1/4,1 1 1 7 ,1:40.85,13,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
8,7,T-1F BRILLIANT(C456),T H So,W Y So,118,1119,11,4-1/2,12 12 12 8 ,1:40.88,229,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
9,2,SONIC FIGHTER(A187),B Shinn,P O'Sullivan,133,1078,9,5,2 3 5 9 ,1:40.94,15,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
10,11,BREAK RECORD(C168),A Badel,C S Shum,116,1097,2,5-1/4,7 7 9 10 ,1:41.01,8.4,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
11,8,VEGA RHYTHM(C455),H W Lai,L Ho,120,1172,4,5-3/4,3 4 4 11 ,1:41.09,22,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
12,5,GREEN GENERATION(C355),M F Poon,D J Hall,119,1059,6,9-1/2,8 9 10 12 ,1:41.69,141,19-20-243,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"

1,1,GENTLE BREEZE(B343),M Chadwick,P F Yiu,133,1170,3,-,5 5 1 ,0:56.83,4.3,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
2,8,VICTORIAM(C186),B Shinn,K W Lui,124,1152,11,1-3/4,11 11 2 ,0:57.10,10,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
3,7,HARMONY AND RICH(D110),Z Purton,W Y So,125,1049,9,2,9 9 3 ,0:57.14,11,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
4,12,BEAUT BEAUT(A315),A Badel,L Ho,117,1160,6,2-3/4,4 3 4 ,0:57.28,69,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
5,6,FRUSTRATED(C218),M F Poon,F C Lor,123,1052,4,3,2 2 5 ,0:57.30,15,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
6,11,WINNING METHOD(C383),K Teetan,C S Shum,120,1211,7,3-1/4,1 1 6 ,0:57.36,3.8,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
7,9,CALIFORNIA LEVEE(C523),C Y Ho,A S Cruz,123,1292,1,3-1/2,10 10 7 ,0:57.40,19,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
8,4,SPECIAL STARS(C010),J Moreira,J Size,130,1098,2,3-3/4,7 8 8 ,0:57.41,4.7,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
9,3,THE WEATHERMAN(D058),L Hewitson,D J Whyte,131,1003,5,5,8 6 9 ,0:57.61,114,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
10,10,UTOPIA LI-1(C166),S de Sousa,K L Man,122,1147,8,5,3 4 10 ,0:57.64,6.4,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
11,2,KASI FARASI(B385),H W Lai,K H Ting,131,1057,12,5-3/4,6 7 11 ,0:57.76,115,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
12,5,DRAGON PIONEER(A381),C Schofield,Y S Tsui,129,1137,10,7-1/4,12 12 12 ,0:57.98,39,19-20-244,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"

1,1,CUE THE MUSIC(C495),Z Purton,D E Ferraris,133,1165,5,-,1 1 1 ,1:09.91,7.1,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
2,10,STARLIGHT(V273),U Rispoli,C H Yip,120,1079,2,1/2,8 8 2 ,1:09.99,18,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
3,5,SHINING ACE(C229),B Shinn,J Size,129,1150,3,1/2,2 3 3 ,1:10.00,3.8,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
4,7,FIRST RESPONDER(C205),N Callan,J Moore,124,1147,1,3/4,5 5 4 ,1:10.02,7.3,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
5,8,SEATTLE CHOICE(D133),K Teetan,A T Millard,124,1207,11,1,9 9 5 ,1:10.06,65,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
6,4,MY DARLING(V142),M Chadwick,T P Yung,130,1181,10,1,7 6 6 ,1:10.07,16,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
7,9,NORDIC WARRIOR(B371),A Badel,R Gibson,121,1115,6,1-1/2,10 10 7 ,1:10.13,10,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
8,6,PRIVATE ROCKET(C367),S de Sousa,D J Whyte,126,1067,7,1-1/2,4 4 8 ,1:10.15,9.7,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
9,3,LE TERROIR(B403),J Moreira,L Ho,132,1137,9,1-3/4,6 7 9 ,1:10.17,3.4,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
10,12,E MASTER(A254),L Hewitson,C Fownes,118,1150,8,2-1/2,11 11 10 ,1:10.32,37,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
11,11,SHANGHAI MASTER(A337),C Y Ho,K W Lui,119,1178,4,6-1/2,3 2 11 ,1:10.96,35,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
-1,2,TRANSCENDENT(D126),H T Mo,A S Cruz,130,---,---,---,---,---,---,19-20-245,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"

1,1,FLYING GENIUS(D071),K Teetan,A S Cruz,133,1167,12,-,1 1 1 ,0:57.10,4.4,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
2,9,WINNING WAYS(B332),B Shinn,C S Shum,121,1182,4,1-3/4,6 7 2 ,0:57.37,5.1,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
3,10,HAPPY GOOD GUYS(B466),M F Poon,P F Yiu,115,1129,7,2-1/4,2 3 3 ,0:57.45,4,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
4,8,WILD WEST WING(C381),J Moreira,J Size,125,1050,5,2-1/2,11 10 4 ,0:57.51,11,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
5,4,ARES(D125),Z Purton,F C Lor,125,1020,8,2-3/4,3 2 5 ,0:57.55,3.3,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
6,11,PRAWN YEAH YEAH(B381),A Badel,R Gibson,116,1155,11,3,4 4 6 ,0:57.58,21,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
7,12,ABSOLUCOOL(A328),H T Mo,C Fownes,112,1210,6,3-1/2,9 9 7 ,0:57.65,57,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
8,2,MELBO-1NE HALL(D118),G van Niekerk,D J Hall,130,1048,2,3-1/2,5 5 8 ,0:57.67,39,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
9,7,SACRED TIMING(C387),K C Leung,K H Ting,125,1126,3,4-1/2,10 11 9 ,0:57.82,50,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
10,5,CHUNGHWA JINGSHEN(D148),T H So,L Ho,123,1128,1,4-3/4,7 8 10 ,0:57.87,72,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
11,6,JOY N FUN LEGEND(D012),M L Yeung,T P Yung,125,1142,9,8,12 12 11 ,0:58.38,49,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
12,3,CEREFINO(A398),C Schofield,W Y So,129,1070,10,8-3/4,8 6 12 ,0:58.49,54,19-20-257,Class 4,HV,1000M,GOOD TO FIRM,"T-1F - ""C+3"" Course"

1,11,LIGHTNING STEED(B274),M Chadwick,C Fownes,114,1099,9,-,2 2 1 1 ,1:39.52,47,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
2,6,THUNDER STOMP(V279),J Moreira,Y S Tsui,131,1176,6,HD,6 6 5 2 ,1:39.55,6,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
3,2,RULETHEROOST(B299),Z Purton,F C Lor,133,1128,2,1-1/4,8 7 7 3 ,1:39.70,3.8,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
4,5,ORIENTAL ELITE(A282),N Callan,P O'Sullivan,132,1113,10,2,9 10 10 4 ,1:39.84,15,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
5,3,BEST ALLIANCE(C284),L Hewitson,D J Whyte,132,1062,12,2,10 9 9 5 ,1:39.86,6.4,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
6,7,PLAY WISE(A411),M F Poon,C H Yip,128,1058,5,2-1/2,7 8 8 6 ,1:39.94,13,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
7,8,LITTLE THUNDER(C453),S de Sousa,A T Millard,122,1120,3,3,3 3 3 7 ,1:39.99,9.8,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
8,1,ALL YOU KNOW(A320),A Badel,R Gibson,133,1089,1,3,5 5 6 8 ,1:40.01,5,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
9,4,DREAM WARRIORS(C280),K Teetan,A S Cruz,132,1119,11,4-1/2,11 11 11 9 ,1:40.24,16,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
10,9,KANBEKI MOLLY(C256),C Schofield,P F Yiu,119,1049,7,5-1/2,4 4 4 10 ,1:40.39,10,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
11,12,PHENOMENAL(C255),M L Yeung,K H Ting,113,1125,4,7-1/4,1 1 2 11 ,1:40.69,113,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
12,10,GOOD RUNNERS WAY(C127),H W Lai,C S Shum,118,1090,8,13,12 12 12 12 ,1:41.59,89,19-20-258,Class 4,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"

1,9,CALIFORNIA T-1BO(C077),K Teetan,A S Cruz,116,1151,7,-,7 6 1 ,1:09.94,7.4,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
2,1,RED DESERT(C287),A Badel,J Size,133,1044,11,N,10 9 2 ,1:10.01,16,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
3,12,ROMAN IMPERO(V371),H W Lai,C H Yip,113,1161,4,1-1/4,5 3 3 ,1:10.13,35,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
4,4,BALLISTIC KING(C231),Z Purton,K H Ting,128,1114,10,1-1/4,1 2 4 ,1:10.13,3.5,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
5,10,RIGHT HONO-1ABLE(A164),H T Mo,R Gibson,113,1041,9,1-1/4,12 12 5 ,1:10.15,84,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
6,3,-1ARLESS FIRE(B085),J Moreira,C Fownes,130,1164,1,1-3/4,4 5 6 ,1:10.21,3.9,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
7,5,HOME MADE(D069),M F Poon,Y S Tsui,123,1177,6,2,8 8 7 ,1:10.26,167,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
8,2,PRANCE DRAGON(B349),S de Sousa,A T Millard,131,1113,2,2-1/2,2 1 8 ,1:10.35,4.3,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
9,7,TOTAL POWER(D138),T H So,D J Hall,123,1096,5,2-1/2,9 10 9 ,1:10.35,108,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
10,6,LONDON LUCKYSTAR(C368),L Hewitson,D J Whyte,125,992,12,3-1/2,11 11 10 ,1:10.49,67,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
11,11,HAPPY WARRIOR(A313),M Chadwick,J Moore,114,1103,3,3-1/2,6 7 11 ,1:10.51,6.3,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
12,8,HARD PROMISE(A373),M L Yeung,T P Yung,119,1120,8,5,3 4 12 ,1:10.73,57,19-20-259,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"

1,5,HIGHLY PROACTIVE(C458),K Teetan,K W Lui,127,1075,12,-,2 2 1 ,1:09.77,3.4,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
2,10,MONKEY JEWELLERY(B378),J Moreira,J Size,119,1091,5,3/4,6 5 2 ,1:09.88,5.3,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
3,2,MY ALLY(B261),G van Niekerk,J Moore,131,1146,11,1,7 7 3 ,1:09.91,11,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
4,11,JOYFUL MOMENTS(T134),L Hewitson,R Gibson,116,1157,2,1-1/2,3 3 4 ,1:10.02,30,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
5,1,SILVER FIG(B025),S de Sousa,A T Millard,133,1122,1,2-3/4,9 8 5 ,1:10.21,3.5,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
6,12,TANG FLEMING(A067),H N Wong,C W Chang,112,1196,10,3-1/2,11 10 6 ,1:10.32,163,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
7,8,DIAMOND PEGASUS(D143),C Schofield,A S Cruz,122,1123,9,3-3/4,8 9 7 ,1:10.38,65,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
8,4,DIVINE UNICORN(C269),M F Poon,Y S Tsui,125,1209,3,4-1/4,10 11 8 ,1:10.44,22,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
9,3,BREEDERS' STAR(V197),N Callan,D E Ferraris,127,1186,7,4-1/2,4 4 9 ,1:10.49,18,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
10,7,HAPPY FAMILY(C116),T H So,L Ho,121,1063,4,4-3/4,12 12 10 ,1:10.51,167,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
11,6,JADE THEATRE(A040),Z Purton,K L Man,124,1108,6,6-1/4,5 6 11 ,1:10.75,10,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
12,9,HAPPY TIME(B272),K C Leung,W Y So,119,1155,8,7,1 1 12 ,1:10.90,9.6,19-20-260,Class 3,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"

1,10,FOCUS(C254),C Schofield,P F Yiu,117,1096,1,-,5 3 1 ,1:09.64,15,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
2,1,SPLIT OF A SECOND(B027),M F Poon,L Ho,131,1099,10,1-1/2,10 10 2 ,1:09.87,18,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
3,7,SUPER WINNER(C341),K Teetan,C H Yip,124,1182,5,1-1/2,1 1 3 ,1:09.89,3.9,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
4,3,HAPPY ALUMNI(C065),J Moreira,K W Lui,131,1225,4,1-1/2,8 9 4 ,1:09.89,2,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
5,4,SHOUSON(C326),S de Sousa,J Moore,129,1116,11,2-3/4,6 6 5 ,1:10.10,18,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
6,11,PLAY TO WIN(B468),K C Leung,T P Yung,123,1054,12,3,11 11 6 ,1:10.13,56,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
7,5,TAKINGUF-1THER(C131),G van Niekerk,K H Ting,129,1055,7,3-1/4,7 7 7 ,1:10.16,20,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
8,6,REGENCY POET(D010),Z Purton,K L Man,127,1209,6,3-1/2,2 2 8 ,1:10.22,6.3,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
9,9,MASTER GALAXY(C449),M Chadwick,Y S Tsui,121,1129,9,5-1/4,3 4 9 ,1:10.50,93,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
10,8,SUNNY DRAGON(V412),A Badel,R Gibson,123,1201,3,5-1/2,4 5 10 ,1:10.52,30,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
11,12,PROMISE KEPT(B017),L Hewitson,A T Millard,116,1070,2,7-1/2,9 8 11 ,1:10.86,39,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
12,2,BEAUTY ANGEL(C541),H T Mo,A S Cruz,128,1014,8,7-3/4,12 12 12 ,1:10.87,167,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
-1,,MY POWER(B267),H W Lai,C S Shum,117,---,---,---,---,---,---,19-20-261,Class 4,HV,1200M,GOOD TO FIRM,"T-1F - ""C+3"" Course"

1,10,BEAR AGAIN(C301),A Badel,D E Ferraris,120,1042,2,-,1 1 1 1 ,1:38.85,5.8,19-20-262,Class 3,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
2,4,PARTY TOGETHER(C210),S de Sousa,L Ho,125,1050,7,4,2 2 2 2 ,1:39.50,5.6,19-20-262,Class 3,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
3,12,ACCLAIMED LIGHT(T369),M Chadwick,P O'Sullivan,118,1057,9,4-1/2,10 9 12 3 ,1:39.57,35,19-20-262,Class 3,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
4,3,HAR HAR HEART(A224),K Teetan,J Size,125,1136,5,4-3/4,9 10 9 4 ,1:39.59,13,19-20-262,Class 3,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
5,9,PER-1CT PAIR(C027),J Moreira,W Y So,121,1084,4,5,8 7 8 5 ,1:39.66,5.7,19-20-262,Class 3,HV,1650M,GOOD TO FIRM,"T-1F - ""C+3"" Course"
