
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
11,8,SHINING BRIGHT(B297),C Murray,C W Chang,130,1039,8,5-3/4,11 12 13 11 ,1:23.97,159,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
12,3,INVESTOR BOOM(A424),A Sanna,J Moore,131,1197,11,6,12 13 12 12 ,1:24.01,58,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
13,4,ADONIS(A324),N Callan,L Ho,130,1036,5,12,1 4 5 13 ,1:24.98,6.3,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
14,7,RUN MOOCHI(B277),Z Purton,K L Man,130,1097,10,12-3/4,8 7 8 14 ,1:25.10,32,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,3,NOBLE DE LOVE(V324),Z Purton,F C Lor,129,1208,9,-,2 1 1 ,1:08.75,2.9,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
2,11,DEAL MAKER(B023),M Chadwick,T P Yung,118,1158,1,4-3/4,7 7 2 ,1:09.51,6.8,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
3,2,MICKEY RICH(B151),N Callan,P F Yiu,132,1075,6,5-1/4,6 6 3 ,1:09.60,15,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
4,12,FAME AND FORTUNE(B082),C Y Ho,D J Hall,116,1049,2,5-1/2,5 3 4 ,1:09.64,10,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
5,10,NICE KICK(B002),J Moreira,J Size,119,1102,3,7-1/2,3 4 5 ,1:09.96,3.9,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
6,7,DIONYSUS COLLIN(B436),K C Leung,K W Lui,124,1082,11,10-1/4,11 11 6 ,1:10.40,304,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
7,4,HAPPY HAPPY STAR(A011),D Whyte,K L Man,128,1143,4,10-1/4,8 8 7 ,1:10.40,8.6,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
8,8,DR RACE(T284),U Rispoli,D E Ferraris,124,1070,7,10-1/2,10 9 8 ,1:10.42,31,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
9,6,TRIUMPHANT LORD(C101),G van Niekerk,C S Shum,126,1164,12,15-3/4,4 5 9 ,1:11.27,175,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
10,5,JOY MASTER(B222),C Murray,C Fownes,128,1063,8,17-1/2,9 10 10 ,1:11.56,122,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
11,1,DASHING GAINER(A412),S de Sousa,Y S Tsui,133,1154,10,29,1 2 11 ,1:13.40,7.9,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
12,9,STARTLING POWER(S204),M L Yeung,C W Chang,121,1090,5,ML,12 12 12 ,1:31.70,35,20-21-370,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,7,GAMEPLAYER EMPEROR(B207),S de Sousa,F C Lor,119,1039,9,-,4 3 1 ,1:08.89,6.7,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
2,12,GOLDIE FLANKER(V161),H T Mo,P O'Sullivan,111,1236,6,N,12 11 2 ,1:08.93,9.9,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
3,5,JOYFUL MOMENTS(T134),C Wong,R Gibson,118,1149,8,1/2,9 6 3 ,1:08.96,29,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
4,11,DOUBLE VALENTINE(A163),K Teetan,A S Cruz,116,1074,12,2-1/2,8 10 4 ,1:09.27,25,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
5,4,HAPPY TOUR(B374),Z Purton,C S Shum,125,1208,3,2-3/4,3 4 5 ,1:09.31,1.5,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
6,10,GOKO(A270),W M Lai,C H Yip,117,1292,7,3,7 7 6 ,1:09.34,193,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
7,3,TEAM FORTUNE(T306),D Whyte,W Y So,126,1154,5,3-3/4,6 5 7 ,1:09.51,15,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
8,1,LONE EAGLE(B309),G van Niekerk,A T Millard,133,1226,4,5,10 9 8 ,1:09.68,40,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
9,2,EAGLE(B106),C Y Ho,P F Yiu,124,1148,11,6-3/4,11 12 9 ,1:09.96,37,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
10,8,WINNING SUPREME(A351),U Rispoli,Y S Tsui,119,1103,10,10,1 2 10 ,1:10.50,14,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
11,6,GOD OF DRAGON(B108),N Callan,D E Ferraris,121,1060,1,10-1/4,5 8 11 ,1:10.53,95,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
12,9,ELITE BOY(B015),H N Wong,K H Ting,115,1012,2,11-1/2,2 1 12 ,1:10.71,63,20-21-371,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,EXULTANT(B101),Z Purton,A S Cruz,132,1053,6,-,9 8 9 6 1 ,1:45.68,2.3,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
2,9,DINOZZO(V246),H N Wong,J Size,113,1062,4,1-1/4,8 9 8 9 2 ,1:45.87,38,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
3,6,ROMANTIC TOUCH(S393),M Chadwick,A S Cruz,114,1158,2,1-3/4,7 7 6 8 3 ,1:45.96,84,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
4,7,INSAYSHABLE(B156),J Moreira,J Size,115,1065,1,3-1/2,5 4 4 4 4 ,1:46.23,7.2,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
5,4,SINGAPORE SLING(B104),K Teetan,A T Millard,124,1082,9,4-1/2,4 5 5 5 5 ,1:46.41,5.4,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
6,5,PINGWU SPARK(A262),K C Leung,T P Yung,122,1342,8,5-1/2,1 1 1 1 6 ,1:46.56,36,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
7,8,HORSE OF FORTUNE(T118),W M Lai,C H Yip,113,1076,7,6,6 6 7 7 7 ,1:46.62,178,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
8,3,GLORIOUS FOREVER(B236),S de Sousa,F C Lor,131,1163,5,8-1/4,3 3 3 3 8 ,1:47.01,3.2,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
9,1,TIME WARP(A066),C Y Ho,A S Cruz,133,1253,3,10-3/4,2 2 2 2 9 ,1:47.38,12,20-21-372,Group Three,ST,1800M ,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,3,FURORE(C079),H Bowman,F C Lor,126,1085,7,-,11 9 7 1 ,1:34.28,5.4,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
2,13,MISSION TYCOON(B224),K C Leung,F C Lor,126,1244,1,2-1/2,3 3 3 2 ,1:34.67,205,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
3,7,KA YING STAR(C198),C Y Ho,A S Cruz,126,1080,14,2-1/2,1 1 1 3 ,1:34.68,7.3,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
4,1,DARK DREAM(C075),S de Sousa,F C Lor,126,1112,12,2-3/4,9 11 13 4 ,1:34.73,2.8,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
5,4,HARMONY VICTORY(B405),A Badel,C S Shum,126,1052,13,3-1/2,14 14 14 5 ,1:34.84,14,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
6,14,GREEN LUCK(B413),M Chadwick,C Fownes,126,1041,11,3-3/4,13 13 11 6 ,1:34.88,67,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
7,5,SUPERICH(B257),Z Purton,F C Lor,126,1136,10,4,2 2 2 7 ,1:34.91,4.8,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
8,6,MR SO AND SO(B412),J Moreira,J Size,126,1034,5,4,10 10 10 8 ,1:34.93,8.4,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
9,10,TIGRE DU TERRE(C118),D Whyte,C Fownes,126,1134,4,5-1/2,4 4 4 9 ,1:35.15,82,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
10,11,CHARITY GO(B478),P-C Boudot,C S Shum,126,1023,6,6,8 8 9 10 ,1:35.22,35,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
11,9,PACKING WARRIOR(C069),A Sanna,A S Cruz,126,1202,8,6,12 12 12 11 ,1:35.24,36,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
12,12,HEAVENLY THOUGHT(C163),G van Niekerk,F C Lor,126,1049,2,6,7 5 5 12 ,1:35.24,330,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
13,2,EASY GO EASY WIN(B112),C Schofield,J Moore,126,1118,9,6-1/2,5 6 8 13 ,1:35.31,23,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
14,8,GOLD WIN(C139),K Teetan,A S Cruz,126,1138,3,23-3/4,6 7 6 14 ,1:38.10,166,20-21-373,4 Year Olds,ST,1600M ,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,12,GRADE ONE(A010),K Teetan,P O'Sullivan,116,1206,6,-,4 3 1 ,1:09.34,6.2,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
2,14,AEROHAPPINESS(B249),J Moreira,J Size,115,1223,4,N,7 7 2 ,1:09.41,2.8,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
3,9,HARD PROMISE(A373),S de Sousa,T P Yung,120,1115,10,1/2,1 1 3 ,1:09.42,6.4,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
4,13,SHIMMER AND SHINE(B080),C Schofield,C Fownes,116,1200,1,1,6 5 4 ,1:09.52,5.5,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
5,6,ALCARI(A354),C Y Ho,P F Yiu,121,1215,14,1-1/4,8 8 5 ,1:09.55,17,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
6,10,HONEST WAY(B200),G van Niekerk,D E Ferraris,118,1195,9,1-1/2,10 10 6 ,1:09.58,15,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
7,4,TRIUMPHANT HORSE(B430),M L Yeung,K H Ting,123,1110,7,2,5 6 7 ,1:09.67,23,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
8,1,FLYING THUNDER(B328),H Bowman,F C Lor,133,1079,8,2-3/4,11 11 8 ,1:09.80,12,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
9,11,MIDNIGHT RATTLER(T371),Z Purton,J Moore,120,1136,11,3-1/4,2 2 9 ,1:09.87,22,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
10,2,BETHANY(C258),P-C Boudot,C S Shum,129,1063,3,4-1/4,9 9 10 ,1:10.03,292,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
11,8,BRIGHT KID(C060),D Whyte,W Y So,121,1157,12,5-1/4,12 12 11 ,1:10.19,33,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
12,7,FALCON TURBO(B164),K C Leung,D J Hall,122,1102,13,5-1/2,14 13 12 ,1:10.23,53,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
13,3,FARSHAD(B238),H N Wong,Y S Tsui,126,1075,5,7,13 14 13 ,1:10.45,428,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
14,5,CASIMIRO(C149),W M Lai,C H Yip,124,1087,2,10-3/4,3 4 14 ,1:11.08,91,20-21-374,Class 3,ST,1200M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,KING OPIE(B034),G van Niekerk,F C Lor,130,1090,5,-,2 4 3 1 ,1:22.22,5.6,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
2,10,PERFECT MATCH(B393),Z Purton,C S Shum,122,1093,9,N,1 1 1 2 ,1:22.25,2.9,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
3,12,HOME RUN(V101),A Badel,K H Ting,116,1183,2,1-1/2,7 6 6 3 ,1:22.45,10,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
4,6,GOOD BEAUTY(B384),H Bowman,J Moore,125,1027,3,2-1/2,6 8 7 4 ,1:22.60,19,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
5,14,LAKESHORE EAGLE(B391),D Whyte,W Y So,115,1044,14,2-3/4,13 12 12 5 ,1:22.67,3.8,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
6,13,ULTIMATE GLORY(S235),C Y Ho,K L Man,115,1296,11,3,11 11 9 6 ,1:22.68,37,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
7,9,SUMSTREETSUMWHERE(B283),T H So,L Ho,122,1043,8,3-1/4,8 7 8 7 ,1:22.73,17,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
8,1,MONSTER KAKA(B319),S Clipperton,D J Hall,133,1017,13,3-1/4,12 13 13 8 ,1:22.75,229,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
9,5,CIRCUIT HASSLER(A041),K Teetan,A S Cruz,126,1184,10,3-1/2,5 2 2 9 ,1:22.79,17,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
10,8,LOVING A BOOM(C122),M Chadwick,R Gibson,124,1183,6,3-3/4,4 5 5 10 ,1:22.83,9.7,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
11,11,SMART PATCH(B398),A Sanna,P O'Sullivan,121,1242,12,5,14 14 14 11 ,1:23.02,286,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
12,3,WINSTON'S LAD(T348),H N Wong,K W Lui,126,1095,7,5-1/2,10 9 10 12 ,1:23.08,216,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
13,4,PRETTY BAUHINIA(A135),M L Yeung,Y S Tsui,126,1081,4,7-1/2,9 10 11 13 ,1:23.40,197,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
14,7,SPEEDY LUCK(C144),K C Leung,P F Yiu,125,1181,1,9-3/4,3 3 4 14 ,1:23.76,41,20-21-375,Class 3,ST,1400M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,12,SWEET BEAN(S205),M Chadwick,C Fownes,117,1014,12,-,13 13 13 8 1 ,1:49.44,22,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
2,4,ENJOYABLE SUCCESS(B150),N Callan,C W Chang,129,1050,1,2-1/2,8 8 7 6 2 ,1:49.83,7.6,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
3,1,JIN JIN KING(A329),M F Poon,D J Hall,130,1092,4,2-3/4,2 1 1 1 3 ,1:49.87,6,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
4,13,LITTLE FANTASY(T298),K Teetan,K L Man,113,1228,7,3-1/4,4 5 4 2 4 ,1:49.95,12,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
5,7,TRAVEL AMBASSADOR(T113),C Schofield,R Gibson,127,1154,11,3-1/4,10 12 11 11 5 ,1:49.97,58,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
6,2,GORGEOUS AGAIN(V326),Z Purton,C S Shum,132,1099,5,5,12 10 10 10 6 ,1:50.24,36,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
7,10,DRAGON WARRIOR(V202),D Whyte,K H Ting,121,1215,2,5-1/4,5 4 5 7 7 ,1:50.27,11,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
8,3,LUCKY SHINY DAY(A273),J Moreira,L Ho,132,1015,3,9-3/4,7 7 9 12 8 ,1:50.99,2.4,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
9,9,MI BLANCO(A186),U Rispoli,P O'Sullivan,124,1125,9,10-1/2,11 11 12 13 9 ,1:51.13,14,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
10,11,CORRE RAPIDO(A053),A Badel,R Gibson,118,1140,8,11-1/4,6 6 6 5 10 ,1:51.24,14,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
11,6,PENZANCE(A272),A Sanna,D J Hall,128,1177,10,15,1 2 3 4 11 ,1:51.85,53,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
12,8,COURT RULER(B255),H T Mo,W Y So,121,1075,13,15,3 3 2 3 12 ,1:51.86,194,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
13,5,MASTER BERNINI(A174),C Wong,D E Ferraris,121,1035,6,15-1/2,9 9 8 9 13 ,1:51.91,11,20-21-385,Class 5,ST,1800M,GOOD,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,14,SUNSHINE UNIVERSE(A130),T H So,R Gibson,114,1089,13,-,11 7 1 ,0:56.93,16,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
2,13,MULTIMAX(T129),C Wong,A S Cruz,113,1167,14,2,3 4 2 ,0:57.25,18,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
3,12,BELLA BABY(B365),D Whyte,W Y So,124,997,10,2-1/4,14 8 3 ,0:57.28,30,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
4,2,MERIDIAN GENIUS(C067),G van Niekerk,A T Millard,130,1095,3,2-3/4,6 6 4 ,0:57.39,3.8,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
5,3,LIGHTNING STEED(B274),Z Purton,C Fownes,128,1073,12,3-1/4,7 3 5 ,0:57.44,6.1,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
6,5,IRON KING(C133),U Rispoli,C H Yip,127,1073,5,4,10 11 6 ,0:57.56,13,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
7,1,LOOK ERAS(V123),H N Wong,Y S Tsui,130,1085,9,5,1 1 7 ,0:57.74,18,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
8,8,SIMPLE ELEGANT(B464),M L Yeung,P F Yiu,125,1087,4,6-3/4,8 12 8 ,0:58.03,114,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
9,7,SHINING ACE(C229),J Moreira,J Size,127,1134,7,7,4 5 9 ,0:58.06,3.8,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
10,6,LUCKY THOUGHT(C190),K Teetan,C S Shum,127,1112,2,7-1/4,5 2 10 ,0:58.08,4.8,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
11,11,BLAZING PARTNERS(B071),N Callan,D E Ferraris,125,1073,6,8-1/2,13 14 11 ,0:58.30,87,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
12,4,BRILLIANT(C005),M Chadwick,K W Lui,127,1015,11,9-1/4,12 10 12 ,0:58.41,141,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
13,10,WHISKY KNIGHT(B313),C Murray,J Moore,127,1233,8,9-3/4,9 13 13 ,0:58.48,105,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
14,9,VIGOROUS SPIRIT(A303),A Sanna,K L Man,127,1087,1,19-3/4,2 9 14 ,1:00.09,289,20-21-386,Class 4,ST,1000M,GOOD,"TURF - ""C"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,12,BINGO(A301),C Wong,J Moore,113,1208,2,-,2 1 1 ,1:09.49,6.4,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
2,10,YICHUN BLITZ(C026),M Chadwick,R Gibson,124,1186,9,2-1/2,8 6 2 ,1:09.89,17,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
3,11,DOR DOR(C109),J Moreira,J Size,123,1033,10,3,9 8 3 ,1:09.96,30,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
4,7,HAPPY BOYBOY(C100),C Schofield,T P Yung,125,1082,3,4,5 4 4 ,1:10.13,58,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
5,4,SPEEDY DRAGON(B185),M F Poon,D J Hall,124,1068,8,4-1/4,7 7 5 ,1:10.15,4.1,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
6,9,WONDER EXPRESS(C224),K Teetan,C S Shum,125,1172,7,4-1/2,4 2 6 ,1:10.22,5.9,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
7,6,COURAGEOUS DRAGON(C015),K C Leung,W Y So,125,1158,11,4-3/4,10 9 7 ,1:10.24,12,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
8,5,BLOOMING SPIRIT(C064),G van Niekerk,F C Lor,125,1153,4,5-3/4,6 5 8 ,1:10.42,24,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
9,3,MEDIC DRAGON(B443),T H So,P O'Sullivan,128,1025,5,6-1/2,11 10 9 ,1:10.53,130,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
10,8,LORIZ(C036),H N Wong,P F Yiu,122,1184,6,11-1/2,3 3 10 ,1:11.34,19,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
11,1,MULTIMILLION(C022),D Whyte,A S Cruz,133,1158,1,14-3/4,1 11 11 ,1:11.86,2.8,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
WV,2,GLENEALY GENERALS(B475),Z Purton,C H Yip,130,---,---,---,---,---,---,20-21-387,Class 4,ST,1200M,GOOD,"TURF - ""C"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,11,KA YING BRILLIANCE(B115),M L Yeung,T P Yung,119,1148,12,-,1 1 1 1 ,1:22.86,12,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
2,10,HURRICANE HUNTER(A123),Z Purton,C H Yip,121,1129,4,1,9 9 7 2 ,1:23.03,2.9,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
3,6,FAMILY LEADER(C089),K Teetan,C Fownes,127,1149,2,1-1/2,4 4 4 3 ,1:23.08,8.6,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
4,9,FUN TIMES(B079),U Rispoli,A T Millard,124,1115,5,2-1/2,5 5 5 4 ,1:23.24,9.9,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
5,7,GOOD RUNNERS WAY(C127),H T Mo,C S Shum,121,1053,1,2-1/2,7 6 6 5 ,1:23.25,271,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
6,5,GOLDEN MISSION(C106),M Chadwick,R Gibson,128,1143,14,3-1/2,2 3 3 6 ,1:23.43,178,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
7,14,THE SYLPH(T055),A Badel,D E Ferraris,117,1026,9,3-3/4,11 11 11 7 ,1:23.47,164,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
8,1,CHAIRMAN LO(C062),J Moreira,J Size,133,1194,8,4-1/4,8 8 9 8 ,1:23.52,2.2,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
9,13,FOX CHEUNGER(B187),D Whyte,K W Lui,119,1055,6,4-1/2,10 10 10 9 ,1:23.60,15,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
10,3,RULETHEROOST(B299),A Sanna,F C Lor,130,1121,10,5,13 13 14 10 ,1:23.67,59,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
11,12,MEGATRON(V119),M F Poon,P F Yiu,117,1091,11,5-3/4,3 2 2 11 ,1:23.79,96,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
12,2,HEALTHY TREASURE(B482),N Callan,K L Man,133,1195,3,5-3/4,6 7 8 12 ,1:23.79,434,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
13,8,FINE WITH ME(T178),H N Wong,K H Ting,121,1091,13,6-1/4,14 14 12 13 ,1:23.86,68,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
14,4,ABOVE(B345),C Murray,J Moore,128,1042,7,8-1/4,12 12 13 14 ,1:24.18,212,20-21-388,Class 4,ST,1400M,GOOD,"TURF - ""C"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,3,GOOD FIT(S131),K Teetan,F C Lor,130,1172,6,-,11 11 11 1 ,1:39.25,4.5,20-21-389,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
