/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/11/14&Racecourse=ST&RaceNo=9,09,14/11/20,"ST / Turf / ""C+3""",1400,G,3,5,71,P F Yiu,C L Chau,4,9,113,5 5 5 9,1.22.20,1217,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/10/04&Racecourse=ST&RaceNo=8,04,04/10/20,"ST / Turf / ""C+3""",1400,G,3,9,71,P F Yiu,A Hamelin,1,42,124,9 8 5 4,1.21.63,1226,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/09/06&Racecourse=ST&RaceNo=9,10,06/09/20,"ST / Turf / ""A""",1400,G,3,2,71,P F Yiu,M F Poon,3-1/4,14,122,3 4 6 10,1.22.17,1228,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/17&Racecourse=ST&RaceNo=8,12,17/01/21,ST / AWT,1650,GD,3,14,70,C Fownes,C Schofield,13,34,120,14 14 13 12,1.39.98,1089,B-/TT
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/12/26&Racecourse=ST&RaceNo=11,07,26/12/20,"ST / Turf / ""A+3""",1400,G,3,3,72,C Fownes,C Soumillon,4-1/4,7.4,126,6 5 4 7,1.22.53,1094,B1/TT
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/12/06&Racecourse=ST&RaceNo=6,05,06/12/20,"ST / Turf / ""C+3""",1400,G,3,6,72,C Fownes,C Schofield,3-1/4,46,128,12 11 10 5,1.22.07,1084,TT1
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/24&Racecourse=ST&RaceNo=6,02,24/01/21,"ST / Turf / ""A+3""",2000,G,3,4,65,A T Millard,K C Leung,N,10,119,6 6 6 3 2,2.02.38,1038,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/12/26&Racecourse=ST&RaceNo=1,01,26/12/20,"ST / Turf / ""A+3""",2000,G,4,7,60,A T Millard,J Moreira,1/2,2.6,133,7 7 6 6 1,2.02.69,1033,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/12/02&Racecourse=HV&RaceNo=1,02,02/12/20,"HV / Turf / ""A""",2200,G,4,4,58,A T Millard,C Schofield,1/2,3.7,132,6 5 5 7 6 2,2.17.35,1020,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/11/22&Racecourse=ST&RaceNo=1,04,22/11/20,"ST / Turf / ""B+2""",2000,G,4,10,60,A T Millard,C Schofield,3-1/4,17,133,10 10 10 7 4,2.01.17,1027,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/11/01&Racecourse=ST&RaceNo=1,07,01/11/20,"ST / Turf / ""A""",2000,G,3,5,62,A T Millard,M F Poon,4-1/4,24,116,6 5 5 6 7,2.01.74,1017,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/10/14&Racecourse=HV&RaceNo=7,09,14/10/20,"HV / Turf / ""B""",1800,G,3,12,64,A T Millard,A Hamelin,4-1/2,26,120,8 8 8 6 9,1.50.46,1011,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/09/20&Racecourse=ST&RaceNo=8,10,20/09/20,"ST / Turf / ""B+2""",1400,GF,3,9,65,A T Millard,A Hamelin,4-1/2,62,119,11 10 11 10,1.22.21,1016,B
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/13&Racecourse=HV&RaceNo=8,12,13/01/21,"HV / Turf / ""B""",1650,G,3,8,67,C S Shum,Z Purton,23-3/4,5.8,120,1 1 2 12,1.43.88,1085,TT
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/12/16&Racecourse=HV&RaceNo=6,07,16/12/20,"HV / Turf / ""C""",1650,G,3,12,67,C S Shum,Z Purton,6,3.9,120,2 3 4 7,1.40.56,1069,TT
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/11/25&Racecourse=HV&RaceNo=8,02,25/11/20,"HV / Turf / ""C+3""",1650,G,3,10,65,C S Shum,M Chadwick,N,8.6,118,11 11 11 2,1.39.67,1072,TT
