Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd
7,0,0,2,1200,10,124,1152,70.14,15.0
8,0,0,2,1200,9,131,1239,70.21,7.5
9,0,0,2,1200,1,121,1061,70.22,83.0
10,0,0,2,1200,7,133,1111,70.25,9.2
11,0,0,2,1200,4,133,1037,70.52,6.7
12,0,0,2,1200,5,125,1155,70.55,25.0
1,0,0,2,1200,3,124,1191,69.69,3.6
2,0,0,2,1200,2,124,1252,69.85,3.5
3,0,0,2,1200,8,125,1090,69.92,96.0
4,0,0,2,1200,6,119,1072,70.13,6.5
5,0,0,2,1200,5,122,1248,70.31,79.0
6,0,0,2,1200,1,131,1142,70.33,16.0
7,0,0,2,1200,12,121,1085,70.36,8.1
8,0,0,2,1200,7,130,1096,70.51,11.0
9,0,0,2,1200,4,125,1066,70.62,138.0
10,0,0,2,1200,9,133,1188,70.86,11.0
11,0,0,2,1200,11,110,1067,70.89,32.0
12,0,0,2,1200,10,122,1099,72.55,12.0
1,0,0,2,1200,5,123,1075,69.23,2.7
2,0,0,2,1200,4,131,1205,69.3,7.9
3,0,0,2,1200,2,117,1204,69.55,4.4
4,0,0,2,1200,9,122,1086,69.68,13.0
5,0,0,2,1200,1,118,1038,69.77,19.0
6,0,0,2,1200,6,115,1179,69.81,119.0
7,0,0,2,1200,8,114,1135,70.04,21.0
8,0,0,2,1200,7,118,1164,70.05,4.3
9,0,0,2,1200,11,114,1181,70.07,124.0
10,0,0,2,1200,10,116,1105,70.18,17.0
11,0,0,2,1200,3,119,1068,70.22,135.0
12,0,0,2,1200,12,117,1023,70.25,152.0
1,0,0,2,1650,7,121,1111,99.63,2.7
2,0,0,2,1650,9,133,1032,100.15,3.2
3 ,0,0,2,1650,5,127,1176,100.2,11.0
3 ,0,0,2,1650,11,124,1094,100.2,10.0
5,0,0,2,1650,6,123,1194,100.29,10.0
6,0,0,2,1650,8,131,1095,100.42,11.0
7,0,0,2,1650,10,124,1270,100.83,174.0
8,0,0,2,1650,1,117,1105,101.0,14.0
9,0,0,2,1650,4,122,1142,101.08,43.0
10,0,0,2,1650,2,118,1272,101.59,13.0
11,0,0,2,1650,3,111,1057,102.92,193.0
1,0,0,2,1000,11,124,1206,56.54,6.7
2,0,0,2,1000,3,132,1222,56.59,4.5
3,0,0,2,1000,5,124,1190,56.84,101.0
4,0,0,2,1000,8,124,1018,56.84,8.4
5,0,0,2,1000,2,122,1102,56.89,13.0
6,0,0,2,1000,9,119,1274,56.92,29.0
7,0,0,2,1000,4,122,1022,57.14,35.0
8,0,0,2,1000,7,123,1158,57.36,11.0
9,0,0,2,1000,1,129,1183,57.48,2.2
10,0,0,2,1000,10,113,1106,57.82,118.0
11,0,0,2,1000,6,121,1152,58.21,31.0
1,0,0,2,1650,1,133,1099,99.62,3.4
2,0,0,2,1650,10,118,1072,99.67,8.6
3,0,0,2,1650,9,123,1146,99.68,43.0
4,0,0,2,1650,6,112,1075,99.79,17.0
5,0,0,2,1650,4,126,1134,99.8,46.0
6,0,0,2,1650,11,123,1055,99.88,39.0
7,0,0,2,1650,3,112,1078,100.0,12.0
8,0,0,2,1650,8,132,1197,100.07,3.1
9,0,0,2,1650,7,119,1093,100.1,6.9
10,0,0,2,1650,2,120,1108,100.29,105.0
11,0,0,2,1650,12,127,1072,100.36,21.0
12,0,0,2,1650,5,120,1045,100.91,12.0
1,0,0,2,1800,6,123,1056,110.93,12.0
2,0,0,2,1800,1,123,1056,110.94,7.2
3,0,0,2,1800,10,133,1154,111.04,11.0
4,0,0,2,1800,4,125,1073,111.14,2.2
5,0,0,2,1800,7,133,984,111.32,17.0
6,0,0,2,1800,9,118,1011,111.53,16.0
7,0,0,2,1800,5,131,1149,111.53,9.0
8,0,0,2,1800,12,131,1061,111.64,53.0
9,0,0,2,1800,3,132,1102,111.67,14.0
10,0,0,2,1800,8,133,1133,111.7,13.0
11,0,0,2,1800,11,119,1067,111.88,18.0
12,0,0,2,1800,2,129,976,112.46,218.0
1,0,0,2,1000,3,126,1061,58.08,3.2
2,0,0,2,1000,1,130,1173,58.11,5.2
3,0,0,2,1000,6,125,1160,58.32,7.3
4,0,0,2,1000,10,116,1084,58.33,5.5
5,0,0,2,1000,4,108,1050,58.35,23.0
6,0,0,2,1000,5,127,1131,58.36,5.4
7,0,0,2,1000,11,131,1219,58.37,14.0
8,0,0,2,1000,12,130,1063,58.67,43.0
9,0,0,2,1000,7,130,1036,58.85,178.0
10,0,0,2,1000,9,130,1201,58.94,15.0
11,0,0,2,1000,8,133,1048,59.11,199.0
-1,0,0,2,1000,0,127,0,0,-1
1,0,0,2,1200,3,125,1113,70.65,6.5
2,0,0,2,1200,6,125,1133,70.87,35.0
3,0,0,2,1200,11,123,1021,70.89,16.0
4,0,0,2,1200,4,130,1059,70.92,13.0
5,0,0,2,1200,10,133,1107,71.02,3.5
6,0,0,2,1200,8,120,1079,71.29,58.0
7,0,0,2,1200,2,125,1109,71.31,5.2
8,0,0,2,1200,7,120,1045,71.37,177.0
9,0,0,2,1200,12,114,1101,71.48,6.0
10,0,0,2,1200,1,112,1124,71.56,8.3
11,0,0,2,1200,9,126,1174,71.91,10.0
12,0,0,2,1200,5,128,1058,72.1,70.0
1,0,0,2,1200,1,133,1066,70.06,2.2
2,0,0,2,1200,6,127,1004,70.22,14.0
3,0,0,2,1200,11,124,1105,70.64,14.0
4,0,0,2,1200,10,124,1101,70.74,8.5
5,0,0,2,1200,5,128,1256,71.26,4.3
6,0,0,2,1200,8,126,1083,71.27,18.0
7,0,0,2,1200,12,118,1084,71.68,186.0
8,0,0,2,1200,7,119,987,71.99,397.0
9,0,0,2,1200,3,125,1149,72.03,24.0
10,0,0,2,1200,9,128,1081,72.21,85.0
11,0,0,2,1200,4,125,1141,72.37,11.0
12,0,0,2,1200,2,124,1137,73.26,15.0
1,0,0,2,1000,11,125,1212,56.88,31.0
2,0,0,2,1000,7,127,1130,56.96,3.7
3,0,0,2,1000,2,114,1188,57.02,3.2
4,0,0,2,1000,8,128,1094,57.49,5.5
5,0,0,2,1000,12,117,1100,57.71,77.0
6,0,0,2,1000,3,124,1114,57.76,79.0
7,0,0,2,1000,4,130,1108,57.8,5.5
8,0,0,2,1000,9,115,1070,57.84,10.0
9,0,0,2,1000,5,122,1100,57.87,32.0
10,0,0,2,1000,6,128,1035,58.07,49.0
11,0,0,2,1000,10,114,1289,58.17,210.0
12,0,0,2,1000,1,126,1188,59.2,16.0
1,0,0,2,1800,8,115,1148,109.5,6.6
2,0,0,2,1800,2,131,1098,109.53,8.3
3,0,0,2,1800,12,120,1137,109.58,20.0
4,0,0,2,1800,11,117,1153,109.85,12.0
5,0,0,2,1800,4,118,1190,109.85,39.0
6,0,0,2,1800,7,133,1153,109.93,5.8
7,0,0,2,1800,10,120,1088,109.99,6.8
8,0,0,2,1800,1,117,1099,110.01,82.0
9,0,0,2,1800,3,122,1088,110.1,4.7
10,0,0,2,1800,9,116,1046,110.13,8.4
11,0,0,2,1800,5,118,1092,110.51,10.0
12,0,0,2,1800,6,112,1109,111.11,39.0
1,0,0,2,1200,4,121,1102,70.03,4.4
2,0,0,2,1200,7,123,1115,70.11,3.1
3,0,0,2,1200,6,118,1144,70.2,20.0
4,0,0,2,1200,2,125,1139,70.23,4.2
5,0,0,2,1200,1,133,1127,70.4,6.7
6,0,0,2,1200,12,123,1112,70.45,198.0
7,0,0,2,1200,5,123,1095,70.51,13.0
8,0,0,2,1200,9,114,1343,70.52,12.0
9,0,0,2,1200,8,115,1141,70.55,166.0
10,0,0,2,1200,11,122,1141,70.6,18.0
11,0,0,2,1200,10,109,1102,71.2,91.0
12,0,0,2,1200,3,123,1158,71.27,187.0
-1,0,0,2,1200,0,118,0,0,-1
1 ,0,0,2,1200,3,131,1219,70.62,4.1
1 ,0,0,2,1200,12,119,1131,70.62,12.0
3,0,0,2,1200,10,128,1140,70.64,34.0
4,0,0,2,1200,2,121,1155,70.66,16.0
5,0,0,2,1200,1,133,1088,70.71,3.0
6,0,0,2,1200,5,127,1139,70.89,22.0
7,0,0,2,1200,11,132,1182,71.06,37.0
8,0,0,2,1200,8,130,1045,71.13,9.1
9,0,0,2,1200,6,124,1005,71.31,17.0
10,0,0,2,1200,4,132,1062,71.34,8.2
11,0,0,2,1200,7,126,1197,71.39,15.0
12,0,0,2,1200,9,133,1232,71.76,22.0
1,0,0,2,1650,2,126,1007,100.09,3.2
2,0,0,2,1650,6,133,1071,100.28,5.6
3,0,0,2,1650,4,127,1216,100.32,3.6
4,0,0,2,1650,1,128,1127,100.38,10.0
5,0,0,2,1650,3,117,1119,100.39,16.0
6,0,0,2,1650,8,122,1070,100.6,21.0
7,0,0,2,1650,9,114,1106,100.82,73.0
8,0,0,2,1650,11,125,1044,100.97,8.4
9,0,0,2,1650,12,122,1288,100.99,31.0
10,0,0,2,1650,10,131,1191,101.28,15.0
11,0,0,2,1650,5,122,1214,101.4,81.0
12,0,0,2,1650,7,117,1071,101.7,248.0
-1,0,0,2,1650,0,118,0,0,-1
1,0,0,2,1000,8,116,1161,57.21,15.0
2,0,0,2,1000,9,133,1135,57.38,8.1
3,0,0,2,1000,2,117,1097,57.4,6.4
4,0,0,2,1000,10,133,1265,57.44,7.2
5,0,0,2,1000,6,126,1113,57.48,19.0
6,0,0,2,1000,3,129,1180,57.63,13.0
7,0,0,2,1000,11,123,1074,57.66,33.0
8,0,0,2,1000,7,122,1194,57.69,3.9
9,0,0,2,1000,5,126,1077,57.75,23.0
10,0,0,2,1000,1,126,1110,57.88,12.0
11,0,0,2,1000,12,120,1168,57.93,15.0
12,0,0,2,1000,4,116,1132,57.97,7.4
1,0,0,2,1650,4,120,1051,100.33,19.0
2,0,0,2,1650,1,127,1170,100.37,9.0
3,0,0,2,1650,6,125,1120,100.43,8.3
4,0,0,2,1650,9,133,1035,100.55,4.7
5,0,0,2,1650,12,130,1113,100.61,6.2
6,0,0,2,1650,2,121,1034,100.66,6.2
7,0,0,2,1650,3,121,1199,100.85,11.0
8,0,0,2,1650,5,121,1108,100.94,33.0
9,0,0,2,1650,8,131,1042,100.95,28.0
10,0,0,2,1650,11,118,1059,101.03,42.0
11,0,0,2,1650,7,129,1104,101.33,6.1
12,0,0,2,1650,10,121,1031,102.31,16.0
1,0,0,2,1200,9,122,1091,69.88,8.8
2 ,0,0,2,1200,3,129,1151,69.93,6.4
2 ,0,0,2,1200,10,121,1116,69.93,7.4
4,0,0,2,1200,5,127,1150,69.96,3.3
5,0,0,2,1200,11,131,1240,69.97,7.0
6,0,0,2,1200,4,131,1159,70.28,26.0
7,0,0,2,1200,1,133,1278,70.32,41.0
8,0,0,2,1200,6,116,1070,70.45,80.0
9,0,0,2,1200,8,128,1178,70.52,100.0
10,0,0,2,1200,7,123,1149,70.55,16.0
11,0,0,2,1200,12,130,1153,70.9,11.0
12,0,0,2,1200,2,119,1124,70.91,7.9
1,0,0,2,1650,2,120,1026,99.21,5.0
2,0,0,2,1650,5,116,1085,99.33,3.9
3,0,0,2,1650,6,124,1163,99.43,9.2
4,0,0,2,1650,9,121,1074,99.55,19.0
5,0,0,2,1650,10,126,1143,99.77,36.0
6,0,0,2,1650,1,133,1093,99.78,7.9
7,0,0,2,1650,8,118,1064,99.91,6.9
8,0,0,2,1650,3,131,1175,100.39,15.0
9,0,0,2,1650,12,124,1124,100.46,9.7
10,0,0,2,1650,4,124,1059,100.62,14.0
11,0,0,2,1650,7,116,1248,100.79,25.0
12,0,0,2,1650,11,116,1143,100.98,45.0
-1,0,0,2,1650,0,120,0,0,-1
1,0,0,2,1200,6,116,1187,69.26,2.1
2,0,0,2,1200,1,129,1083,69.38,4.2
3 ,0,0,2,1200,12,127,1091,69.59,40.0
3 ,0,0,2,1200,3,120,1195,69.59,9.7
5,0,0,2,1200,10,117,1088,69.63,62.0
6,0,0,2,1200,9,117,1177,69.73,25.0
7,0,0,2,1200,5,116,1090,69.86,41.0
8,0,0,2,1200,4,124,1162,69.91,13.0
9,0,0,2,1200,2,116,1079,69.92,8.1
10,0,0,2,1200,8,128,1113,70.12,29.0
11,0,0,2,1200,11,133,1089,70.19,29.0
12,0,0,2,1200,7,119,1216,70.4,36.0
1,0,0,2,1800,8,119,1142,108.96,69.0
2,0,0,2,1800,1,118,1136,108.97,9.5
3,0,0,2,1800,4,133,1118,109.03,4.7
4,0,0,2,1800,3,119,1155,109.17,13.0
5,0,0,2,1800,11,133,1161,109.26,8.3
6,0,0,2,1800,6,121,1149,109.32,17.0
7,0,0,2,1800,10,124,1098,109.52,12.0
8,0,0,2,1800,7,121,1073,109.59,35.0
9,0,0,2,1800,5,117,1133,109.63,4.4
10,0,0,2,1800,9,130,1211,109.68,19.0
11,0,0,2,1800,2,116,1085,109.74,10.0
12,0,0,2,1800,12,125,1106,109.83,6.9
1,0,0,2,1200,4,133,1022,70.04,13.0
2,0,0,2,1200,6,133,1147,70.12,4.1
3,0,0,2,1200,9,118,1162,70.17,6.5
4,0,0,2,1200,7,116,1026,70.2,14.0
5,0,0,2,1200,10,123,1177,70.32,6.9
6,0,0,2,1200,2,127,1144,70.48,42.0
7,0,0,2,1200,11,120,1045,70.48,14.0
8,0,0,2,1200,3,122,1014,70.55,164.0
9,0,0,2,1200,8,129,1123,70.64,55.0
10,0,0,2,1200,12,121,1110,71.49,52.0
11,0,0,2,1200,5,126,1146,71.7,6.6
12,0,0,2,1200,1,126,1079,72.65,4.1
1,0,0,2,1800,12,132,1032,109.91,15.0
2,0,0,2,1800,6,122,1244,110.12,4.6
3,0,0,2,1800,11,121,1062,110.3,5.0
4,0,0,2,1800,7,121,1059,110.33,10.0
5,0,0,2,1800,5,127,1054,110.4,6.8
6,0,0,2,1800,1,127,1040,110.41,9.9
7,0,0,2,1800,10,133,1160,110.54,9.2
8,0,0,2,1800,4,120,1097,110.69,11.0
9,0,0,2,1800,3,122,1033,110.78,12.0
10,0,0,2,1800,2,130,987,110.85,10.0
11,0,0,2,1800,8,119,966,110.86,54.0
12,0,0,2,1800,9,115,1210,111.02,177.0
1,0,0,2,1200,3,120,1101,69.87,2.9
2,0,0,2,1200,2,125,1058,70.14,7.3
3,0,0,2,1200,11,122,1167,70.14,19.0
4,0,0,2,1200,7,125,1078,70.2,14.0
5,0,0,2,1200,8,127,1006,70.21,2.2
6,0,0,2,1200,4,125,1025,70.21,17.0
7,0,0,2,1200,10,124,1302,70.33,184.0
8,0,0,2,1200,12,124,1117,70.87,14.0
9,0,0,2,1200,1,115,1022,70.96,110.0
10,0,0,2,1200,9,126,1132,71.02,65.0
11,0,0,2,1200,6,125,1229,71.14,111.0
12,0,0,2,1200,5,123,1074,71.31,203.0
1,0,0,2,1650,7,122,1110,99.98,3.1
2,0,0,2,1650,1,119,1018,100.07,7.9
3,0,0,2,1650,5,122,1208,100.42,51.0
4,0,0,2,1650,8,128,1100,100.43,4.6
5,0,0,2,1650,9,126,1020,100.63,5.4
6,0,0,2,1650,4,126,1084,100.69,6.5
7,0,0,2,1650,11,120,1067,100.84,18.0
8,0,0,2,1650,10,121,1016,100.84,40.0
9,0,0,2,1650,6,123,1082,100.85,32.0
10,0,0,2,1650,2,115,1173,100.95,24.0
11,0,0,2,1650,3,122,1063,101.21,28.0
12,0,0,2,1650,12,130,1071,101.3,98.0
-1,0,0,2,1650,0,115,0,0,-1
1,0,0,2,1650,10,120,1180,99.59,15.0
2,0,0,2,1650,6,132,1194,99.7,3.3
3,0,0,2,1650,8,115,1017,99.82,14.0
4,0,0,2,1650,4,118,1052,99.92,26.0
5,0,0,2,1650,9,118,1108,100.09,112.0
6,0,0,2,1650,5,120,1117,100.17,19.0
7,0,0,2,1650,12,120,1069,100.56,3.9
8,0,0,2,1650,7,116,1097,100.63,5.2
9,0,0,2,1650,3,133,1160,100.96,13.0
10,0,0,2,1650,11,121,1166,101.34,194.0
11,0,0,2,1650,2,118,1241,102.49,45.0
12,0,0,2,1650,1,118,1160,102.8,7.8
1,0,0,2,1000,3,122,1189,56.81,3.1
2,0,0,2,1000,10,115,1139,57.09,19.0
3,0,0,2,1000,1,125,1132,57.13,7.7
4,0,0,2,1000,12,122,1126,57.14,14.0
5,0,0,2,1000,6,120,1204,57.17,12.0
6,0,0,2,1000,9,132,1216,57.24,5.0
7,0,0,2,1000,7,116,1073,57.43,11.0
8,0,0,2,1000,4,112,1001,57.49,43.0
9,0,0,2,1000,5,126,1163,57.58,76.0
10,0,0,2,1000,11,130,1138,57.59,4.7
11,0,0,2,1000,2,122,1116,57.65,116.0
12,0,0,2,1000,8,120,1110,58.03,38.0
1,0,0,2,1200,6,120,1143,69.4,13.0
2,0,0,2,1200,2,126,1117,69.56,2.2
3,0,0,2,1200,1,120,1136,69.61,4.8
4,0,0,2,1200,10,121,1029,69.71,25.0
5,0,0,2,1200,12,120,1179,69.87,15.0
6,0,0,2,1200,9,125,1016,69.89,7.1
7,0,0,2,1200,11,121,1095,69.9,14.0
8,0,0,2,1200,4,122,1053,69.94,53.0
9,0,0,2,1200,8,129,1165,69.97,16.0
10,0,0,2,1200,3,119,1229,70.0,15.0
11,0,0,2,1200,7,125,1010,70.18,195.0
12,0,0,2,1200,5,117,1142,70.31,50.0
1,0,0,2,1650,1,131,1004,98.99,2.4
2,0,0,2,1650,9,128,1188,99.51,10.0
3,0,0,2,1650,6,132,1072,99.58,6.0
4,0,0,2,1650,5,114,1083,99.68,96.0
5,0,0,2,1650,11,132,1078,99.75,12.0
6,0,0,2,1650,2,118,1214,99.94,111.0
7,0,0,2,1650,3,116,1045,100.25,20.0
8,0,0,2,1650,7,116,1021,100.29,3.4
9,0,0,2,1650,12,117,1276,100.39,46.0
10,0,0,2,1650,4,133,1111,100.41,35.0
11,0,0,2,1650,8,123,1067,100.56,27.0
12,0,0,2,1650,10,125,1148,100.68,79.0
1,0,0,2,1200,9,122,1102,69.72,3.9
2,0,0,2,1200,8,128,1262,69.8,8.8
3,0,0,2,1200,7,128,1258,69.83,16.0
4,0,0,2,1200,2,130,1209,70.0,4.9
5,0,0,2,1200,5,131,1105,70.05,14.0
6,0,0,2,1200,1,126,1040,70.06,4.1
7,0,0,2,1200,4,130,1070,70.17,12.0
8,0,0,2,1200,3,116,1079,70.26,8.3
9,0,0,2,1200,6,125,1094,70.44,202.0
10,0,0,2,1200,12,125,1118,70.65,20.0
11,0,0,2,1200,10,125,1095,71.02,86.0
12,0,0,2,1200,11,125,1093,71.5,137.0
1,0,0,2,1000,4,133,1138,57.06,5.6
2,0,0,2,1000,6,116,1172,57.07,3.3
3,0,0,2,1000,1,116,1109,57.15,10.0
4,0,0,2,1000,9,132,1200,57.26,35.0
5,0,0,2,1000,8,120,1090,57.41,20.0
6,0,0,2,1000,12,120,1088,57.42,34.0
7,0,0,2,1000,3,130,1230,57.54,2.9
8,0,0,2,1000,7,118,1061,57.61,69.0
9,0,0,2,1000,2,115,1164,57.67,114.0
10,0,0,2,1000,10,114,1070,57.68,17.0
11,0,0,2,1000,5,121,1193,57.73,10.0
12,0,0,2,1000,11,125,1176,57.82,61.0
-1,0,0,2,1000,0,125,0,0,-1
1,0,0,2,1200,2,129,1248,69.55,2.5
2,0,0,2,1200,3,130,1246,69.56,3.8
3,0,0,2,1200,1,118,1107,69.7,7.6
4,0,0,2,1200,12,123,1121,69.85,26.0
5,0,0,2,1200,4,126,1149,70.05,87.0
6,0,0,2,1200,9,125,1092,70.16,12.0
7,0,0,2,1200,11,125,1128,70.27,18.0
8,0,0,2,1200,5,126,1080,70.31,42.0
9,0,0,2,1200,6,116,1180,70.65,19.0
10,0,0,2,1200,10,125,1016,70.74,158.0
11,0,0,2,1200,7,125,1264,71.11,31.0
12,0,0,2,1200,8,115,1085,71.32,8.1
1,0,0,1,1200,1,131,1083,68.79,2.6
2,0,0,1,1200,2,118,1163,69.18,15.0
3,0,0,1,1200,8,131,1138,69.22,24.0
4,0,0,1,1200,12,133,1217,69.29,15.0
5,0,0,1,1200,6,133,1098,69.33,25.0
6,0,0,1,1200,10,117,1104,69.78,68.0
7,0,0,1,1200,5,113,1200,70.01,146.0
8,0,0,1,1200,9,122,1089,70.17,251.0
9,0,0,1,1200,7,114,1090,70.2,119.0
10,0,0,1,1200,3,125,1153,70.38,14.0
11,0,0,1,1200,4,117,1262,70.42,1.9
12,0,0,1,1200,11,110,1160,70.46,81.0
1,0,0,1,1650,11,133,1076,99.91,8.8
2,0,0,1,1650,5,129,1169,99.96,31.0
3,0,0,1,1650,7,125,1148,100.01,10.0
4,0,0,1,1650,8,120,1070,100.04,4.2
5,0,0,1,1650,6,116,1038,100.1,185.0
6,0,0,1,1650,1,130,1063,100.21,2.6
7,0,0,1,1650,3,132,1101,100.31,10.0
8,0,0,1,1650,9,119,1144,100.31,68.0
9,0,0,1,1650,2,120,1080,100.33,19.0
10,0,0,1,1650,10,124,1156,100.37,5.4
-1,0,0,1,1650,0,122,0,0,-1
-1,0,0,1,1650,0,116,0,0,-1
1,0,0,1,1200,2,120,1063,69.28,2.2
2,0,0,1,1200,10,117,1151,69.4,54.0
3,0,0,1,1200,4,127,1097,69.52,6.4
4,0,0,1,1200,3,132,1141,69.64,8.3
5,0,0,1,1200,9,120,1210,69.66,11.0
6,0,0,1,1200,1,125,1120,69.7,10.0
7,0,0,1,1200,5,133,1344,69.77,6.0
8,0,0,1,1200,6,112,1147,69.83,105.0
9,0,0,1,1200,11,126,1178,69.84,48.0
10,0,0,1,1200,12,126,1088,69.86,37.0
11,0,0,1,1200,8,119,1224,70.0,19.0
12,0,0,1,1200,7,124,1184,70.96,105.0
1,0,0,1,1200,10,116,1185,68.79,4.5
2,0,0,1,1200,2,126,1153,68.83,7.9
3,0,0,1,1200,1,126,1197,68.86,7.7
4,0,0,1,1200,5,131,1232,69.03,8.2
5,0,0,1,1200,3,125,1110,69.06,4.6
6,0,0,1,1200,6,127,1196,69.14,7.9
7,0,0,1,1200,9,117,1013,69.42,75.0
8,0,0,1,1200,8,120,1198,69.43,51.0
9,0,0,1,1200,12,118,1115,69.57,32.0
10,0,0,1,1200,11,119,1012,69.64,19.0
11,0,0,1,1200,4,131,1170,69.68,7.8
12,0,0,1,1200,7,119,1200,69.95,33.0
1,0,0,2,1200,12,126,1113,69.85,5.3
2,0,0,2,1200,9,122,1079,69.94,25.0
3,0,0,2,1200,11,121,1116,70.1,20.0
4,0,0,2,1200,1,124,1015,70.18,11.0
5,0,0,2,1200,3,128,1132,70.17,12.0
6,0,0,2,1200,6,133,1227,70.19,3.1
7,0,0,2,1200,7,131,1227,70.38,4.4
8,0,0,2,1200,10,115,1100,70.47,23.0
9,0,0,2,1200,4,129,1175,70.53,23.0
10,0,0,2,1200,5,123,1055,70.63,9.4
11,0,0,2,1200,8,124,998,70.84,167.0
12,0,0,2,1200,2,126,1081,71.0,33.0
1,0,0,2,1650,3,115,1064,100.44,3.7
2,0,0,2,1650,1,132,1041,100.53,5.1
3,0,0,2,1650,9,130,1118,100.55,14.0
4,0,0,2,1650,5,133,1131,100.86,4.2
5,0,0,2,1650,2,126,1157,101.0,11.0
6,0,0,2,1650,8,122,1035,101.02,12.0
7,0,0,2,1650,11,114,1115,101.21,64.0
8,0,0,2,1650,6,119,1183,101.26,8.4
9,0,0,2,1650,12,117,1101,101.33,10.0
10,0,0,2,1650,4,113,942,101.39,35.0
11,0,0,2,1650,7,123,1152,101.79,52.0
12,0,0,2,1650,10,123,1055,102.94,175.0
1,0,0,2,1200,3,129,1053,70.21,3.2
2,0,0,2,1200,9,121,1150,70.49,15.0
3,0,0,2,1200,10,130,1208,70.5,17.0
4,0,0,2,1200,6,118,1158,70.54,8.9
5,0,0,2,1200,12,126,1053,70.58,67.0
6,0,0,2,1200,8,118,1018,70.58,26.0
7,0,0,2,1200,4,131,1166,71.03,14.0
8,0,0,2,1200,2,127,1108,71.07,2.2
9,0,0,2,1200,7,123,1179,71.28,273.0
10,0,0,2,1200,5,123,1118,71.46,310.0
11,0,0,2,1200,1,131,1078,71.56,13.0
12,0,0,2,1200,11,122,1095,72.26,56.0
-1,0,0,2,1200,0,127,0,0,-1
1,0,0,2,1650,6,131,1046,100.06,3.0
2,0,0,2,1650,12,115,1146,100.15,10.0
3,0,0,2,1650,7,124,1021,100.27,10.0
4,0,0,2,1650,3,121,1091,100.45,3.4
5,0,0,2,1650,2,132,1213,100.76,5.9
6,0,0,2,1650,11,133,1043,100.82,21.0
7,0,0,2,1650,4,119,1032,100.83,24.0
8,0,0,2,1650,10,111,1033,100.88,20.0
9,0,0,2,1650,8,120,1129,101.05,30.0
10,0,0,2,1650,1,130,1017,101.25,54.0
11,0,0,2,1650,9,122,1082,101.63,27.0
12,0,0,2,1650,5,113,1078,101.73,111.0
1,0,0,2,1800,3,115,1002,108.1,4.3
2,0,0,2,1800,9,115,1070,108.32,5.0
3,0,0,2,1800,4,118,1147,108.37,3.6
4,0,0,2,1800,5,125,1250,108.5,8.3
5,0,0,2,1800,7,113,1068,108.5,31.0
6,0,0,2,1800,6,120,1140,108.63,17.0
7,0,0,2,1800,2,120,1083,108.66,16.0
8,0,0,2,1800,1,133,1166,108.66,4.8
9,0,0,2,1800,8,113,1111,108.7,31.0
1,0,0,2,1800,6,127,1103,108.76,4.5
2 ,0,0,2,1800,3,126,1147,108.95,15.0
2 ,0,0,2,1800,10,126,1093,108.95,6.1
4,0,0,2,1800,2,125,1054,109.07,6.2
5,0,0,2,1800,12,119,1013,109.11,8.1
6,0,0,2,1800,7,115,1019,109.33,28.0
7,0,0,2,1800,1,124,1136,109.42,18.0
8,0,0,2,1800,8,124,1056,109.61,12.0
9,0,0,2,1800,11,132,1026,109.7,17.0
10,0,0,2,1800,4,127,1148,109.72,66.0
11,0,0,2,1800,5,131,1020,109.73,4.5
12,0,0,2,1800,9,122,1066,109.83,111.0
1,0,0,2,1200,9,133,1077,69.61,7.8
2,0,0,2,1200,7,131,1168,69.68,4.1
3,0,0,2,1200,5,128,1114,69.77,7.4
4,0,0,2,1200,4,116,1297,69.83,11.0
5,0,0,2,1200,3,120,1106,69.91,8.5
6,0,0,2,1200,6,121,1086,69.92,61.0
7,0,0,2,1200,11,125,1153,69.96,3.6
8,0,0,2,1200,8,125,1136,70.12,17.0
9,0,0,2,1200,12,112,1134,70.35,126.0
10,0,0,2,1200,10,129,1184,70.36,33.0
11,0,0,2,1200,1,117,1087,70.46,10.0
12,0,0,2,1200,2,124,1186,70.46,52.0
1,0,0,2,1200,5,128,1136,70.27,1.9
2,0,0,2,1200,7,124,1212,70.32,7.3
3,0,0,2,1200,6,117,1177,70.48,13.0
4,0,0,2,1200,11,126,1193,70.55,43.0
5,0,0,2,1200,1,115,1131,70.63,17.0
6,0,0,2,1200,4,126,1257,70.64,11.0
7,0,0,2,1200,10,126,1040,70.65,13.0
8,0,0,2,1200,9,117,1072,70.72,77.0
9,0,0,2,1200,12,125,1100,70.72,11.0
10,0,0,2,1200,2,115,1024,70.79,9.8
11,0,0,2,1200,8,126,1078,71.12,22.0
12,0,0,2,1200,3,116,988,71.85,218.0
1,0,0,2,1650,8,127,1123,100.79,7.9
2,0,0,2,1650,6,130,1195,100.81,9.9
3,0,0,2,1650,9,127,1203,100.84,3.5
4,0,0,2,1650,4,124,1110,101.0,4.8
5,0,0,2,1650,12,122,1178,101.2,15.0
6,0,0,2,1650,5,121,1084,101.4,19.0
7,0,0,2,1650,2,115,1272,101.45,38.0
8,0,0,2,1650,1,118,995,101.52,38.0
9,0,0,2,1650,10,117,1228,101.74,80.0
10,0,0,2,1650,11,116,1075,101.8,48.0
11,0,0,2,1650,7,126,1017,102.04,12.0
12,0,0,2,1650,3,127,1098,120.03,4.7
1,0,0,2,1800,2,120,1124,108.68,3.9
2,0,0,2,1800,10,120,1132,108.82,3.0
