Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd
8,0,0,2,1650,9,124,1015,100.68,22.0
9,0,0,2,1650,7,120,1159,100.91,6.5
10,0,0,2,1650,8,115,1211,101.11,79.0
11,0,0,2,1650,10,116,1071,101.66,3.3
12,0,0,2,1650,12,133,1117,101.84,110.0
-1,0,0,2,1650,0,132,0,0,-1
1,0,0,2,1200,3,124,1173,70.18,3.6
2,0,0,2,1200,4,110,1088,70.21,8.3
3,0,0,2,1200,6,123,1066,70.22,6.4
4,0,0,2,1200,12,118,1128,70.29,87.0
5,0,0,2,1200,5,112,1108,70.38,38.0
6,0,0,2,1200,11,125,1084,70.42,16.0
7,0,0,2,1200,2,123,1186,70.56,5.4
8,0,0,2,1200,8,132,1062,70.76,73.0
9,0,0,2,1200,1,124,1195,70.94,4.0
10,0,0,2,1200,9,115,1190,71.18,89.0
11,0,0,2,1200,7,126,1105,71.47,10.0
12,0,0,2,1200,10,118,1167,72.39,95.0
1,0,0,1,1200,3,124,1131,69.65,4.0
2,0,0,1,1200,10,116,1156,69.9,4.2
3,0,0,1,1200,1,118,1095,70.05,6.8
4,0,0,1,1200,7,117,1083,70.09,3.8
5,0,0,1,1200,9,114,1195,70.27,56.0
6,0,0,1,1200,12,133,1191,70.43,11.0
7,0,0,1,1200,6,122,1173,70.46,21.0
8,0,0,1,1200,2,132,1231,70.49,15.0
9,0,0,1,1200,8,125,1120,70.6,16.0
10,0,0,1,1200,4,125,1144,70.66,133.0
11,0,0,1,1200,5,123,1055,70.98,37.0
12,0,0,1,1200,11,123,1153,71.84,113.0
1,0,0,1,1800,6,130,1048,107.81,9.1
2,0,0,1,1800,5,117,1207,107.93,10.0
3,0,0,1,1800,1,131,1070,108.18,7.6
4,0,0,1,1800,2,123,1014,108.22,5.8
5,0,0,1,1800,3,116,1125,108.27,2.5
6,0,0,1,1800,4,114,1036,108.38,5.0
7,0,0,1,1800,7,113,1022,108.65,14.0
8,0,0,1,1800,8,125,1183,109.06,22.0
1,0,0,1,1650,9,123,998,100.11,13.0
2,0,0,1,1650,8,130,1080,100.2,2.2
3,0,0,1,1650,2,132,1192,100.44,4.3
4,0,0,1,1650,6,126,1138,100.73,18.0
5,0,0,1,1650,3,128,1165,100.76,15.0
6,0,0,1,1650,10,131,1118,100.79,90.0
7,0,0,1,1650,7,128,1023,100.85,163.0
8,0,0,1,1650,12,120,1130,101.05,27.0
9,0,0,1,1650,1,123,1221,101.23,6.3
10,0,0,1,1650,5,124,1170,101.39,9.9
11,0,0,1,1650,4,116,1048,101.77,139.0
12,0,0,1,1650,11,122,1061,102.17,90.0
1,0,0,1,1200,10,115,1083,70.28,13.0
2,0,0,1,1200,6,118,1078,70.36,29.0
3,0,0,1,1200,9,125,1135,70.4,47.0
4,0,0,1,1200,5,130,1093,70.42,9.9
5,0,0,1,1200,3,125,1161,70.44,18.0
6,0,0,1,1200,11,117,1052,70.5,33.0
7,0,0,1,1200,4,125,1123,70.52,2.6
8,0,0,1,1200,1,127,1115,70.63,7.1
9,0,0,1,1200,2,125,1080,70.66,3.5
10,0,0,1,1200,12,123,1061,70.74,53.0
11,0,0,1,1200,8,133,1073,70.88,23.0
12,0,0,1,1200,7,112,1052,70.92,29.0
1,0,0,1,1000,7,131,1140,56.81,6.4
2,0,0,1,1000,8,124,1174,56.84,15.0
3,0,0,1,1000,6,127,1098,56.9,104.0
4,0,0,1,1000,9,124,1062,57.06,3.3
5,0,0,1,1000,1,124,1039,57.09,7.1
6,0,0,1,1000,2,127,1179,57.16,27.0
7,0,0,1,1000,10,117,1075,57.19,8.8
8,0,0,1,1000,4,131,1158,57.26,3.3
9,0,0,1,1000,5,129,1137,57.31,27.0
10,0,0,1,1000,3,116,1077,57.65,37.0
11,0,0,1,1000,11,124,1057,58.2,38.0
1,0,0,1,1200,1,122,1083,69.44,2.8
2,0,0,1,1200,10,132,1174,69.49,6.0
3,0,0,1,1200,11,119,1116,69.54,20.0
4,0,0,1,1200,4,128,1111,69.58,13.0
5,0,0,1,1200,2,117,1129,69.76,16.0
6,0,0,1,1200,8,119,1168,69.82,5.1
7,0,0,1,1200,5,123,1160,69.82,25.0
8,0,0,1,1200,7,118,1181,69.84,14.0
9,0,0,1,1200,3,129,1158,69.9,22.0
10,0,0,1,1200,9,124,1081,69.96,73.0
11,0,0,1,1200,12,119,1094,71.22,191.0
12,0,0,1,1200,6,133,975,71.42,7.4
1,0,0,1,1650,1,115,1216,99.67,8.5
2,0,0,1,1650,10,120,1281,99.73,13.0
3,0,0,1,1650,6,118,1038,99.78,7.6
4,0,0,1,1650,9,115,1035,99.79,15.0
5,0,0,1,1650,7,119,1064,99.83,11.0
6,0,0,1,1650,5,122,1090,99.91,6.6
7,0,0,1,1650,12,133,1224,99.92,5.4
8,0,0,1,1650,4,126,1077,99.98,13.0
9,0,0,1,1650,11,129,1114,99.99,6.1
10,0,0,1,1650,2,112,1141,100.18,46.0
11,0,0,1,1650,3,121,1053,100.31,17.0
12,0,0,1,1650,8,125,1154,100.32,12.0
1,0,0,1,1650,7,118,1075,100.38,9.8
2,0,0,1,1650,1,130,1124,100.54,2.7
3,0,0,1,1650,5,113,1033,100.57,16.0
4,0,0,1,1650,3,117,1063,100.7,55.0
5,0,0,1,1650,8,116,1171,100.87,41.0
6,0,0,1,1650,4,122,1054,100.89,3.3
7,0,0,1,1650,9,117,1052,100.91,56.0
8,0,0,1,1650,6,118,1062,100.95,22.0
9,0,0,1,1650,12,131,1143,100.96,26.0
10,0,0,1,1650,11,133,1065,101.21,11.0
11,0,0,1,1650,2,129,1057,101.36,6.6
12,0,0,1,1650,10,112,1131,103.03,152.0
1,0,0,1,1200,8,119,1150,69.88,12.0
2,0,0,1,1200,5,117,1107,70.0,2.4
3,0,0,1,1200,9,129,1001,70.03,5.4
4,0,0,1,1200,6,114,1095,70.05,8.4
5,0,0,1,1200,10,124,1044,70.06,17.0
6,0,0,1,1200,4,123,1166,70.35,17.0
7,0,0,1,1200,2,130,1117,70.37,16.0
8,0,0,1,1200,11,122,1193,70.63,17.0
9,0,0,1,1200,12,118,1099,70.67,40.0
10,0,0,1,1200,7,132,983,70.77,12.0
11,0,0,1,1200,1,115,1006,70.88,135.0
12,0,0,1,1200,3,130,1016,70.9,14.0
-1,0,0,1,1200,0,133,0,0,-1
1,0,0,1,1000,1,126,1051,56.97,1.9
2,0,0,1,1000,2,127,1096,57.31,5.3
3,0,0,1,1000,11,124,1173,57.54,50.0
4,0,0,1,1000,10,130,1208,57.54,27.0
5,0,0,1,1000,4,127,1274,57.6,9.9
6,0,0,1,1000,6,112,1088,57.81,21.0
7,0,0,1,1000,9,113,1043,58.01,133.0
8,0,0,1,1000,5,126,1110,58.16,7.4
9,0,0,1,1000,8,125,1067,58.18,7.7
10,0,0,1,1000,7,126,1119,58.27,71.0
11,0,0,1,1000,3,123,1001,58.39,193.0
12,0,0,1,1000,12,124,1108,58.54,46.0
1,0,0,1,2200,3,132,1081,134.88,2.4
2,0,0,1,2200,2,120,1119,135.19,22.0
3,0,0,1,2200,1,133,1135,135.22,9.0
4,0,0,1,2200,7,115,1167,135.37,6.7
5,0,0,1,2200,5,124,1196,135.53,43.0
6,0,0,1,2200,9,116,1005,135.82,19.0
7,0,0,1,2200,8,129,1091,135.84,11.0
8,0,0,1,2200,10,115,1016,136.31,4.1
9,0,0,1,2200,11,126,1059,136.74,16.0
10,0,0,1,2200,4,130,1053,136.92,54.0
11,0,0,1,2200,6,128,1107,136.96,131.0
-1,0,0,1,2200,0,123,0,0,-1
1,0,0,1,1200,2,125,1087,69.74,4.2
2,0,0,1,1200,9,122,1129,69.94,5.1
3,0,0,1,1200,4,115,1014,69.98,4.2
4,0,0,1,1200,1,122,996,70.11,59.0
5,0,0,1,1200,10,118,1079,70.24,36.0
6,0,0,1,1200,12,126,1046,70.26,7.1
7,0,0,1,1200,6,118,1036,70.37,13.0
8,0,0,1,1200,5,124,1177,70.48,12.0
9,0,0,1,1200,7,118,1215,70.78,6.5
10,0,0,1,1200,11,115,1107,71.17,29.0
11,0,0,1,1200,3,130,1174,71.24,156.0
12,0,0,1,1200,8,124,1064,71.36,104.0
1,0,0,1,1000,3,114,1074,56.79,11.0
2,0,0,1,1000,4,122,1238,56.98,2.1
3,0,0,1,1000,6,117,1139,57.09,35.0
4,0,0,1,1000,1,122,1132,57.09,12.0
5,0,0,1,1000,5,123,1145,57.1,3.9
6,0,0,1,1000,7,117,1122,57.11,45.0
7,0,0,1,1000,8,128,1051,57.13,13.0
8,0,0,1,1000,10,118,1182,57.29,60.0
9,0,0,1,1000,12,120,1060,57.34,35.0
10,0,0,1,1000,11,125,1127,57.44,75.0
11,0,0,1,1000,2,116,1070,57.57,49.0
12,0,0,1,1000,9,127,1109,57.59,9.0
1,0,0,1,1650,11,126,1115,99.1,11.0
2,0,0,1,1650,8,124,1036,99.15,10.0
3,0,0,1,1650,2,121,1100,99.19,4.6
4,0,0,1,1650,3,128,1117,99.21,2.6
5,0,0,1,1650,4,129,1040,99.31,8.2
6,0,0,1,1650,7,126,1146,99.46,35.0
7,0,0,1,1650,6,123,1193,100.06,26.0
8,0,0,1,1650,10,128,1219,100.28,52.0
9,0,0,1,1650,12,132,1116,100.37,58.0
10,0,0,1,1650,1,132,1052,100.38,7.1
11,0,0,1,1650,5,124,1191,100.45,19.0
12,0,0,1,1650,9,128,1196,100.93,77.0
1,0,0,2,1200,4,114,1090,70.22,3.7
2,0,0,2,1200,11,128,1028,70.49,2.8
3,0,0,2,1200,12,132,1072,70.64,25.0
4,0,0,2,1200,6,118,1112,70.74,47.0
5,0,0,2,1200,3,131,1133,70.82,36.0
6,0,0,2,1200,7,127,1188,70.88,8.5
7,0,0,2,1200,1,116,1166,70.93,19.0
8,0,0,2,1200,2,130,1228,70.93,10.0
9,0,0,2,1200,5,126,1193,70.96,11.0
10,0,0,2,1200,10,119,1087,70.99,46.0
11,0,0,2,1200,8,117,1073,71.27,8.3
12,0,0,2,1200,9,121,1097,72.29,75.0
1,0,0,2,1650,2,124,1021,100.16,2.5
2,0,0,2,1650,7,128,1188,100.16,4.5
3,0,0,2,1650,3,126,1079,100.54,6.7
4,0,0,2,1650,12,132,1025,100.61,15.0
5,0,0,2,1650,4,126,1100,100.79,14.0
6,0,0,2,1650,10,115,1130,100.83,14.0
7,0,0,2,1650,8,120,1039,100.95,8.4
8,0,0,2,1650,6,115,1114,100.98,28.0
9,0,0,2,1650,5,125,1104,101.06,44.0
10,0,0,2,1650,1,117,1053,101.24,37.0
11,0,0,2,1650,9,128,1106,101.66,47.0
12,0,0,2,1650,11,126,1061,102.1,40.0
1,0,0,2,1000,2,125,1191,56.94,2.0
2,0,0,2,1000,3,121,1179,57.02,47.0
3,0,0,2,1000,5,128,1110,57.13,4.1
4,0,0,2,1000,8,122,1202,57.21,45.0
5,0,0,2,1000,4,123,1062,57.4,5.8
6,0,0,2,1000,1,131,1110,57.61,5.3
7,0,0,2,1000,6,128,1072,57.88,45.0
8,0,0,2,1000,9,113,1062,58.25,27.0
9,0,0,2,1000,7,111,1057,58.39,246.0
-1,0,0,2,1000,0,129,0,0,-1
1,0,0,2,1200,1,131,1077,69.84,2.8
2,0,0,2,1200,7,120,1093,70.03,3.4
3,0,0,2,1200,2,113,1173,70.3,19.0
4,0,0,2,1200,3,117,1063,70.36,6.7
5,0,0,2,1200,6,114,1144,70.48,12.0
6,0,0,2,1200,5,132,1245,70.64,24.0
7,0,0,2,1200,4,120,1073,70.67,18.0
8,0,0,2,1200,8,133,1175,70.92,11.0
9,0,0,2,1200,10,118,1155,70.92,32.0
10,0,0,2,1200,9,131,1083,71.05,17.0
11,0,0,2,1200,11,133,1140,71.15,67.0
12,0,0,2,1200,12,118,1205,71.62,208.0
1,0,0,2,1800,2,132,1119,109.57,3.7
2,0,0,2,1800,3,116,1085,109.61,7.0
3,0,0,2,1800,5,131,1143,109.64,6.5
4,0,0,2,1800,1,118,1112,109.72,8.9
5,0,0,2,1800,8,122,1099,109.75,13.0
6,0,0,2,1800,12,131,1037,109.77,10.0
7,0,0,2,1800,4,117,1009,109.95,79.0
8,0,0,2,1800,9,131,1131,110.01,7.2
9,0,0,2,1800,7,121,998,110.04,29.0
10,0,0,2,1800,10,114,1011,110.32,9.0
11,0,0,2,1800,11,128,1254,110.56,21.0
12,0,0,2,1800,6,117,1048,110.9,57.0
-1,0,0,2,1800,0,120,0,0,-1
1,0,0,2,1200,3,124,1159,69.81,2.5
2,0,0,2,1200,4,130,1139,69.93,17.0
3,0,0,2,1200,5,131,1238,70.18,8.7
4,0,0,2,1200,10,131,1077,70.24,11.0
5,0,0,2,1200,9,130,1073,70.26,5.2
6,0,0,2,1200,7,118,1182,70.29,78.0
7,0,0,2,1200,6,125,1151,70.5,61.0
8,0,0,2,1200,1,132,1066,70.56,12.0
9,0,0,2,1200,8,133,1172,70.7,21.0
10,0,0,2,1200,11,117,1082,70.73,111.0
11,0,0,2,1200,12,113,1159,70.87,59.0
12,0,0,2,1200,2,121,1109,71.0,5.3
1,0,0,2,1650,1,119,1076,100.0,9.6
2,0,0,2,1650,10,126,1102,100.07,11.0
3,0,0,2,1650,9,115,1110,100.2,13.0
4,0,0,2,1650,3,129,1119,100.21,4.9
5,0,0,2,1650,5,120,1054,100.37,2.2
6,0,0,2,1650,12,121,1144,100.48,65.0
7,0,0,2,1650,2,112,1061,100.55,54.0
8,0,0,2,1650,6,118,1077,100.67,23.0
9,0,0,2,1650,11,124,1089,100.68,22.0
10,0,0,2,1650,7,117,1128,100.8,22.0
11,0,0,2,1650,4,124,1092,101.18,7.7
12,0,0,2,1650,8,115,1163,101.34,154.0
-1,0,0,2,1650,0,133,0,0,-1
1,0,0,2,1000,9,122,1181,57.11,29.0
2,0,0,2,1000,1,133,1084,57.19,2.3
3,0,0,2,1000,10,125,1101,57.26,14.0
4,0,0,2,1000,4,128,1200,57.37,3.9
5,0,0,2,1000,12,125,1114,57.41,5.2
6,0,0,2,1000,5,115,1152,57.58,20.0
7,0,0,2,1000,7,129,1155,57.67,8.7
8,0,0,2,1000,2,112,1068,57.75,35.0
9,0,0,2,1000,3,124,1055,57.92,90.0
10,0,0,2,1000,6,114,1069,58.07,76.0
11,0,0,2,1000,11,125,1023,58.09,110.0
12,0,0,2,1000,8,116,1028,58.85,200.0
-1,0,0,2,1000,0,125,0,0,-1
1,0,0,2,1200,2,131,1076,69.71,2.4
2,0,0,2,1200,1,126,1153,69.81,9.1
3,0,0,2,1200,4,122,1148,69.94,71.0
4,0,0,2,1200,5,124,1081,69.95,3.8
5,0,0,2,1200,3,119,1027,70.01,6.5
6,0,0,2,1200,9,127,1134,70.1,7.0
7,0,0,2,1200,7,116,1108,70.38,16.0
8,0,0,2,1200,6,120,1165,70.8,45.0
9,0,0,2,1200,8,130,1139,71.18,32.0
1,0,0,2,1650,6,119,1068,99.98,167.0
2,0,0,2,1650,3,125,1131,100.0,5.5
3,0,0,2,1650,12,133,1184,100.07,20.0
4,0,0,2,1650,10,127,1014,100.32,25.0
5,0,0,2,1650,5,118,1136,100.39,26.0
6,0,0,2,1650,8,115,1165,100.52,59.0
7,0,0,2,1650,1,120,1039,100.53,4.7
8,0,0,2,1650,4,121,1045,100.62,10.0
9,0,0,2,1650,9,116,1052,100.91,45.0
10,0,0,2,1650,2,119,1056,100.93,9.1
11,0,0,2,1650,11,127,1059,103.06,70.0
12,0,0,2,1650,7,131,1015,112.08,2.3
1,0,0,2,1200,8,123,1123,69.63,5.5
2,0,0,2,1200,3,125,1136,69.71,7.4
3,0,0,2,1200,9,119,1121,69.77,10.0
4,0,0,2,1200,6,129,1167,70.07,3.2
5,0,0,2,1200,2,122,1038,70.11,4.4
6,0,0,2,1200,5,122,1118,70.45,6.1
7,0,0,2,1200,7,124,1040,70.7,26.0
8,0,0,2,1200,1,114,1175,70.92,29.0
9,0,0,2,1200,4,120,1112,70.99,28.0
1,0,0,2,1200,1,121,1195,70.04,11.0
2,0,0,2,1200,8,127,1136,70.1,5.8
3,0,0,2,1200,5,122,1107,70.23,8.5
4,0,0,2,1200,7,118,1165,70.28,5.8
5,0,0,2,1200,9,118,1145,70.39,18.0
6,0,0,2,1200,6,114,1135,70.4,18.0
7,0,0,2,1200,4,133,1136,70.55,2.4
8,0,0,2,1200,10,112,1159,70.65,40.0
9,0,0,2,1200,3,118,1064,70.66,34.0
10,0,0,2,1200,11,124,1144,70.67,46.0
11,0,0,2,1200,2,129,1173,70.8,80.0
12,0,0,2,1200,12,125,1313,72.67,18.0
1,0,0,2,1650,4,125,1123,99.32,8.7
2,0,0,2,1650,2,126,1077,99.33,5.2
3,0,0,2,1650,12,132,1195,99.37,47.0
4,0,0,2,1650,11,113,1060,99.5,42.0
5,0,0,2,1650,3,133,1100,99.56,3.3
6,0,0,2,1650,1,119,1245,99.96,3.5
7,0,0,2,1650,7,114,1060,99.99,97.0
8,0,0,2,1650,10,123,1206,100.15,63.0
9,0,0,2,1650,5,126,1030,100.44,7.0
10,0,0,2,1650,9,122,1030,100.7,73.0
11,0,0,2,1650,8,129,1035,101.1,11.0
12,0,0,2,1650,6,119,1199,104.36,96.0
1,0,0,2,1650,4,121,1089,99.82,19.0
2,0,0,2,1650,9,113,1044,99.87,4.7
3,0,0,2,1650,7,131,1124,100.21,14.0
4,0,0,2,1650,2,121,1032,100.26,2.9
5,0,0,2,1650,10,118,1040,100.33,5.4
6,0,0,2,1650,1,123,1023,100.5,18.0
7,0,0,2,1650,3,117,990,100.64,41.0
8,0,0,2,1650,6,122,1282,100.81,7.1
9,0,0,2,1650,11,133,978,101.07,10.0
10,0,0,2,1650,5,127,1038,101.49,33.0
11,0,0,2,1650,12,118,1167,102.21,138.0
-1,0,0,2,1650,0,117,0,0,-1
1,0,0,2,1650,3,122,1161,100.57,4.5
2,0,0,2,1650,2,130,1039,100.64,14.0
3,0,0,2,1650,1,119,1137,100.65,3.7
4,0,0,2,1650,7,131,988,100.76,2.8
5,0,0,2,1650,11,126,1048,100.8,36.0
6,0,0,2,1650,6,131,1136,100.99,20.0
7,0,0,2,1650,12,129,1126,101.01,52.0
8,0,0,2,1650,4,116,1007,101.01,10.0
9,0,0,2,1650,5,115,1146,101.05,79.0
10,0,0,2,1650,9,113,1054,101.16,46.0
11,0,0,2,1650,8,113,998,101.21,15.0
12,0,0,2,1650,10,126,1005,101.26,80.0
-1,0,0,2,1650,0,121,0,0,-1
1,0,0,2,1800,1,128,1046,110.06,3.5
2,0,0,2,1800,3,129,954,110.12,12.0
3,0,0,2,1800,11,131,1087,110.33,8.9
4,0,0,2,1800,10,117,1076,110.37,89.0
5,0,0,2,1800,6,131,1194,110.48,4.2
6,0,0,2,1800,4,119,1019,110.63,11.0
7,0,0,2,1800,5,113,1144,110.64,10.0
8,0,0,2,1800,2,123,1112,110.66,38.0
9,0,0,2,1800,12,114,996,110.73,16.0
10,0,0,2,1800,8,124,1004,110.84,11.0
11,0,0,2,1800,9,128,1197,110.9,9.7
12,0,0,2,1800,7,130,1127,111.28,42.0
1,0,0,2,1200,11,121,1084,69.88,2.7
2,0,0,2,1200,3,126,1122,69.95,3.4
3,0,0,2,1200,6,122,1076,70.15,21.0
4,0,0,2,1200,10,117,1107,70.38,12.0
5,0,0,2,1200,9,127,1155,70.44,11.0
6,0,0,2,1200,1,126,1106,70.58,19.0
7,0,0,2,1200,4,124,1111,70.6,33.0
8,0,0,2,1200,8,133,1063,70.62,7.5
9,0,0,2,1200,7,130,1061,70.64,9.1
10,0,0,2,1200,12,121,1005,71.06,132.0
11,0,0,2,1200,5,126,1198,71.43,142.0
12,0,0,2,1200,2,121,1065,73.96,169.0
1,0,0,2,1200,9,124,1194,70.06,16.0
2,0,0,2,1200,8,132,1049,70.13,47.0
3,0,0,2,1200,5,131,1003,70.16,2.3
4,0,0,2,1200,4,123,1067,70.18,12.0
5,0,0,2,1200,3,117,1182,70.21,4.9
6,0,0,2,1200,11,133,1110,70.27,61.0
7,0,0,2,1200,1,121,1079,70.27,7.7
8,0,0,2,1200,7,120,1218,70.36,58.0
9,0,0,2,1200,12,120,1056,70.58,60.0
10,0,0,2,1200,2,125,1058,70.74,7.1
11,0,0,2,1200,6,126,1003,70.78,12.0
12,0,0,2,1200,10,122,1079,70.83,50.0
1,0,0,2,1200,10,116,1213,69.1,7.3
2,0,0,2,1200,11,130,1154,69.15,2.5
3,0,0,2,1200,4,128,1059,69.59,12.0
4,0,0,2,1200,3,112,1089,70.01,7.7
5,0,0,2,1200,7,121,1181,70.11,30.0
6,0,0,2,1200,9,121,1005,70.12,39.0
7,0,0,2,1200,1,121,1193,70.13,20.0
8,0,0,2,1200,5,119,1036,70.17,13.0
9,0,0,2,1200,2,115,1005,70.33,5.7
10,0,0,2,1200,6,124,1030,70.74,9.4
11,0,0,2,1200,12,121,1042,70.94,268.0
12,0,0,2,1200,8,133,1149,71.18,189.0
1,0,0,2,1800,7,111,1185,108.37,115.0
2,0,0,2,1800,8,125,1097,108.42,11.0
3,0,0,2,1800,6,133,1135,108.56,2.5
4,0,0,2,1800,1,110,1164,108.72,6.6
5,0,0,2,1800,12,122,1185,108.89,20.0
6,0,0,2,1800,2,133,1072,109.01,5.1
7,0,0,2,1800,5,117,1174,109.16,5.7
8,0,0,2,1800,9,114,1002,109.34,37.0
9,0,0,2,1800,11,124,1062,109.74,31.0
10,0,0,2,1800,3,126,1131,109.77,16.0
11,0,0,2,1800,10,133,1190,110.18,57.0
12,0,0,2,1800,4,125,1091,111.55,133.0
1,0,0,2,1000,5,133,1188,56.71,2.4
2,0,0,2,1000,12,127,1023,56.82,22.0
3,0,0,2,1000,3,118,1030,56.89,9.7
4,0,0,2,1000,9,121,1085,56.9,11.0
5,0,0,2,1000,4,126,1171,56.94,12.0
6,0,0,2,1000,10,126,1069,57.13,56.0
7,0,0,2,1000,8,121,1166,57.21,25.0
8,0,0,2,1000,6,118,1047,57.22,3.8
9,0,0,2,1000,1,129,1187,57.43,8.5
10,0,0,2,1000,2,123,1106,57.7,76.0
11,0,0,2,1000,11,131,1048,58.09,162.0
12,0,0,2,1000,7,128,1114,58.32,36.0
1,0,0,2,1200,5,129,1148,69.96,2.1
2,0,0,2,1200,2,122,1100,70.52,3.7
3,0,0,2,1200,12,133,1120,71.01,26.0
4,0,0,2,1200,9,133,1138,71.03,24.0
5,0,0,2,1200,8,116,1071,71.06,72.0
6,0,0,2,1200,11,129,1000,71.13,145.0
7,0,0,2,1200,3,129,1218,71.16,8.4
8,0,0,2,1200,4,115,1089,71.17,9.5
9,0,0,2,1200,6,118,1060,71.34,22.0
10,0,0,2,1200,1,126,1065,71.52,22.0
11,0,0,2,1200,10,125,1043,71.61,14.0
12,0,0,2,1200,7,123,1189,72.2,170.0
-1,0,0,2,1200,0,122,0,0,-1
1,0,0,2,1650,10,127,1226,100.22,35.0
2,0,0,2,1650,6,127,995,100.46,13.0
3,0,0,2,1650,5,118,1012,100.52,8.4
4,0,0,2,1650,11,125,1022,100.59,56.0
5,0,0,2,1650,9,121,1036,100.68,5.4
6,0,0,2,1650,1,126,1140,100.73,19.0
7,0,0,2,1650,2,127,1153,100.75,2.6
8,0,0,2,1650,3,115,1174,100.81,81.0
9,0,0,2,1650,8,118,1202,100.97,4.1
10,0,0,2,1650,7,126,1075,100.99,17.0
11,0,0,2,1650,4,127,1130,101.16,19.0
-1,0,0,2,1650,0,127,0,0,-1
1,0,0,2,1650,2,121,1105,100.24,6.1
2,0,0,2,1650,3,118,1201,100.55,2.7
3,0,0,2,1650,9,124,1008,100.72,9.1
4,0,0,2,1650,1,130,1078,100.78,5.0
5,0,0,2,1650,7,128,1100,100.8,27.0
6,0,0,2,1650,11,133,1107,100.93,31.0
7,0,0,2,1650,8,117,1052,101.04,14.0
8,0,0,2,1650,6,132,1188,101.08,9.9
9,0,0,2,1650,4,122,1067,101.12,15.0
10,0,0,2,1650,10,130,1151,101.37,17.0
11,0,0,2,1650,12,123,1106,101.39,135.0
12,0,0,2,1650,5,125,1067,102.61,91.0
-1,0,0,2,1650,0,131,0,0,-1
1,0,0,2,1000,1,125,1080,56.89,11.0
2,0,0,2,1000,2,118,1063,57.04,3.1
3,0,0,2,1000,3,128,1033,57.08,2.1
4,0,0,2,1000,12,112,1095,57.11,18.0
5,0,0,2,1000,6,118,1036,57.28,10.0
6,0,0,2,1000,10,126,1084,57.53,196.0
7,0,0,2,1000,8,113,1087,57.53,29.0
8,0,0,2,1000,9,111,1183,57.61,95.0
9,0,0,2,1000,11,129,1064,57.88,273.0
10,0,0,2,1000,5,130,1051,57.96,230.0
11,0,0,2,1000,4,116,1038,58.99,8.3
12,0,0,2,1000,7,128,1118,59.59,98.0
1,0,0,2,1650,3,130,1007,101.4,2.0
2,0,0,2,1650,2,133,1115,101.46,7.2
3,0,0,2,1650,12,120,1203,101.79,21.0
4,0,0,2,1650,7,131,1053,101.82,26.0
5,0,0,2,1650,1,130,1009,101.86,6.9
6,0,0,2,1650,11,126,1166,101.9,14.0
7,0,0,2,1650,10,124,1150,101.93,8.0
8,0,0,2,1650,9,118,1146,102.11,15.0
9,0,0,2,1650,8,121,1085,102.45,24.0
10,0,0,2,1650,4,112,1005,102.54,24.0
11,0,0,2,1650,5,122,1017,102.82,127.0
12,0,0,2,1650,6,115,1087,102.84,73.0
1,0,0,2,1200,7,133,1166,70.2,3.9
2,0,0,2,1200,8,121,1028,70.37,11.0
3,0,0,2,1200,1,126,1129,70.51,3.1
4,0,0,2,1200,3,112,1088,70.56,10.0
5,0,0,2,1200,2,118,1092,70.67,50.0
6 ,0,0,2,1200,11,119,1178,70.69,30.0
6 ,0,0,2,1200,10,115,1019,70.69,30.0
8,0,0,2,1200,5,119,1121,70.79,6.6
9,0,0,2,1200,12,119,1185,71.03,123.0
10,0,0,2,1200,9,129,1165,71.1,72.0
11,0,0,2,1200,4,117,1122,71.2,19.0
12,0,0,2,1200,6,131,1076,71.29,7.3
1,0,0,2,1800,12,132,1177,110.09,24.0
2,0,0,2,1800,4,115,1056,110.16,2.5
3,0,0,2,1800,2,128,1065,110.25,41.0
4,0,0,2,1800,11,116,1121,110.28,15.0
5,0,0,2,1800,3,119,1012,110.42,3.9
6,0,0,2,1800,1,117,1129,110.44,6.4
7,0,0,2,1800,10,119,1206,110.45,49.0
8,0,0,2,1800,9,115,1120,110.5,24.0
9,0,0,2,1800,5,125,1067,110.62,32.0
10,0,0,2,1800,7,131,979,110.86,16.0
11,0,0,2,1800,6,129,1010,111.04,8.9
12,0,0,2,1800,8,120,1019,111.4,76.0
1,0,0,2,1200,3,123,1080,69.88,9.4
2,0,0,2,1200,8,118,992,69.94,25.0
3,0,0,2,1200,5,129,1093,70.08,1.4
4,0,0,2,1200,11,121,1131,70.1,43.0
5,0,0,2,1200,12,130,1237,70.2,47.0
6,0,0,2,1200,2,129,1101,70.28,10.0
7,0,0,2,1200,9,113,1121,70.31,29.0
8,0,0,2,1200,1,131,1178,70.59,31.0
9,0,0,2,1200,6,125,1197,70.99,53.0
10,0,0,2,1200,7,119,1077,71.06,30.0
11,0,0,2,1200,10,133,1034,71.46,11.0
12,0,0,2,1200,4,125,1034,71.54,140.0
1,0,0,1,1650,2,120,1135,99.31,4.0
2,0,0,1,1650,10,122,1101,99.42,16.0
3,0,0,1,1650,1,119,1193,99.65,27.0
4,0,0,1,1650,6,124,1075,99.74,13.0
5,0,0,1,1650,8,125,1149,99.79,14.0
6,0,0,1,1650,9,130,1114,99.87,7.5
7,0,0,1,1650,12,117,1131,99.93,35.0
8,0,0,1,1650,7,114,1041,99.99,29.0
9,0,0,1,1650,4,127,1058,100.05,9.0
10,0,0,1,1650,11,124,1034,100.21,2.8
